tran_id,cust_id,tran_ammount,tran_type,tran_stat_cd,tran_date
025949,CA7283,92434271.77,D,KY,2023-01-06
025950,CA3051,24479059.82,C,CA,2023-01-06
025951,CA7591,96457866.16,C,CO,2023-01-06
025952,CA4346,37031198.79,D,AK,2023-01-06
025953,CA8815,170893.78,D,WV,2023-01-06
025954,CA1276,13588821.46,C,AZ,2023-01-06
025955,CA4280,776032.99,D,CA,2023-01-06
025956,CA1910,62789685.09,C,NJ,2023-01-06
025957,CA4924,53804363.02,D,CO,2023-01-06
025958,CA5605,98296550.3,C,AZ,2023-01-06
025959,CA1765,64960761.82,D,AK,2023-01-06
025960,CA0233,69283464.28,D,AK,2023-01-06
025961,CA5475,15804808.98,D,AL,2023-01-06
025962,CA8008,28292747.48,C,NJ,2023-01-06
025963,CA4171,8641217.46,C,CA,2023-01-06
025964,CA1327,21492689.28,D,CO,2023-01-06
025965,CA6170,59370392.98,D,AZ,2023-01-06
025966,CA2640,70343258.1,D,CA,2023-01-06
025967,CA7548,64608589.83,D,CO,2023-01-06
025968,CA1791,87146773.83,C,KY,2023-01-06
025969,CA5454,15506218.87,D,NJ,2023-01-06
025970,CA5992,97184008.36,D,AL,2023-01-06
025971,CA2854,45878025.07,C,AK,2023-01-06
025972,CA8511,64876501.45,D,CA,2023-01-06
025973,CA9523,45189137.16,D,AK,2023-01-06
025974,CA3664,1821134.21,C,CA,2023-01-06
025975,CA2967,12117413.3,C,AK,2023-01-06
025976,CA8915,3197233.81,D,CA,2023-01-06
025977,CA7207,23364853.99,C,AZ,2023-01-06
025978,CA2256,3218093.75,C,CO,2023-01-06
025979,CA5659,75697616.08,D,AL,2023-01-06
025980,CA9280,9878806.32,D,CO,2023-01-06
025981,CA1835,30760639.83,C,AK,2023-01-06
025982,CA9766,77315497.9,D,WV,2023-01-06
025983,CA4550,62755751.36,C,AK,2023-01-06
025984,CA7212,48780870.47,C,KY,2023-01-06
025985,CA4628,30665978.94,D,NJ,2023-01-06
025986,CA5702,92567506.75,D,KY,2023-01-06
025987,CA9958,43171715.43,D,CA,2023-01-06
025988,CA8156,2118585.17,C,NJ,2023-01-06
025989,CA9354,87802286.84,C,KY,2023-01-06
025990,CA3799,83429098.89,C,NJ,2023-01-06
025991,CA6282,45247570.49,D,KY,2023-01-06
025992,CA7711,4411287.54,C,CA,2023-01-06
025993,CA7813,99204231.61,C,AK,2023-01-06
025994,CA1412,71074064.22,D,WV,2023-01-06
025995,CA5133,18587864.79,C,NJ,2023-01-06
025996,CA8297,32464818.85,C,CA,2023-01-06
025997,CA0605,66435337.06,C,CO,2023-01-06
025998,CA7575,63443189.72,D,AL,2023-01-06
025999,CA8380,14944568.79,D,AZ,2023-01-06
026000,CA9667,8639714.35,C,AZ,2023-01-06
026001,CA2478,55214939.01,C,AZ,2023-01-06
026002,CA3434,13560740.35,C,CA,2023-01-06
026003,CA2932,30323291.18,D,AZ,2023-01-06
026004,CA7381,88738005.13,D,AL,2023-01-06
026005,CA7565,59325765.99,D,CA,2023-01-06
026006,CA0838,54528802.71,C,NJ,2023-01-06
