tran_id,cust_id,tran_ammount,tran_type,tran_stat_cd,tran_date
016035,CA6145,64435837.91,C,NJ,2023-01-04
016036,CA5367,4436010.15,D,WV,2023-01-04
016037,CA8377,46613301.18,D,AZ,2023-01-04
016038,CA1132,90185969.92,C,AL,2023-01-04
016039,CA7451,45557553.66,C,WV,2023-01-04
016040,CA9251,82545917.02,C,KY,2023-01-04
016041,CA4842,67554997.28,D,AZ,2023-01-04
016042,CA8674,58973392.51,C,CA,2023-01-04
016043,CA1111,75035212.71,D,NJ,2023-01-04
016044,CA7092,78017730.72,C,AZ,2023-01-04
016045,CA4404,37983949.69,D,WV,2023-01-04
016046,CA1193,22201715.58,C,KY,2023-01-04
016047,CA1094,46023182.89,C,AL,2023-01-04
016048,CA6585,1032957.31,D,CO,2023-01-04
016049,CA6417,56657618.97,D,WV,2023-01-04
016050,CA6011,50015999.53,D,CO,2023-01-04
016051,CA7616,82689379.57,C,CO,2023-01-04
016052,CA5088,66426153.15,C,KY,2023-01-04
016053,CA8412,84539697.73,C,CO,2023-01-04
016054,CA8506,15802870.32,C,KY,2023-01-04
016055,CA1375,89032752.44,D,AK,2023-01-04
016056,CA1640,25654622.97,D,CO,2023-01-04
016057,CA0579,45249197.38,D,NJ,2023-01-04
016058,CA6519,31094593.5,C,AK,2023-01-04
016059,CA1804,53664911.87,D,KY,2023-01-04
016060,CA7954,17381149.35,C,AL,2023-01-04
016061,CA9897,98772392.55,C,CA,2023-01-04
016062,CA9424,67197606.93,D,KY,2023-01-04
016063,CA1015,30348392.55,C,AZ,2023-01-04
016064,CA3507,22459613.41,D,CA,2023-01-04
016065,CA0821,89463524.67,D,CO,2023-01-04
016066,CA7391,88883585.78,C,WV,2023-01-04
016067,CA9021,1981692.68,D,NJ,2023-01-04
016068,CA8179,90560815.96,C,WV,2023-01-04
016069,CA4876,62191767.76,D,AL,2023-01-04
016070,CA5242,23009640.27,D,AZ,2023-01-04
016071,CA0156,11494560.68,D,CO,2023-01-04
016072,CA0546,65919217.5,C,KY,2023-01-04
016073,CA0972,23367146.19,C,CO,2023-01-04
016074,CA3269,45066470.72,D,AZ,2023-01-04
016075,CA6669,31271384.55,D,KY,2023-01-04
016076,CA7963,74344701.68,D,AL,2023-01-04
016077,CA3826,57560875.98,D,AL,2023-01-04
016078,CA5263,40582845.18,D,WV,2023-01-04
016079,CA3842,97754287.36,D,AL,2023-01-04
016080,CA4601,74841881.7,C,CO,2023-01-04
016081,CA1163,2158743.81,D,AL,2023-01-04
016082,CA9106,63244316.67,D,WV,2023-01-04
016083,CA3116,65857060.18,C,WV,2023-01-04
016084,CA3293,20087566.77,D,AK,2023-01-04
016085,CA7320,45741739.88,D,CA,2023-01-04
016086,CA0477,55320814.39,C,AK,2023-01-04
016087,CA3669,53884981.29,D,CA,2023-01-04
016088,CA2657,96926567.85,C,CO,2023-01-04
016089,CA3425,49038570.39,D,WV,2023-01-04
016090,CA6679,96742993.75,C,KY,2023-01-04
016091,CA0852,86156049.43,C,CO,2023-01-04
016092,CA3918,53744278.27,C,KY,2023-01-04
016093,CA1267,48279140.52,D,KY,2023-01-04
016094,CA2252,48934591.04,C,AZ,2023-01-04
016095,CA4327,63220273.21,C,AL,2023-01-04
016096,CA4360,44675608.15,C,AK,2023-01-04
016097,CA1422,77138093.4,C,AK,2023-01-04
016098,CA5534,60956369.8,D,AZ,2023-01-04
016099,CA2104,59103942.31,C,AL,2023-01-04
016100,CA4535,27399746.79,D,AL,2023-01-04
016101,CA1316,72103966.16,D,AZ,2023-01-04
016102,CA3266,33702716.38,C,AL,2023-01-04
016103,CA8410,30900625.66,D,WV,2023-01-04
016104,CA6200,38690652.32,D,KY,2023-01-04
