tran_id,cust_id,tran_ammount,tran_type,tran_stat_cd,tran_date
003140,CA7728,60583948.8,D,CA,2023-01-02
003141,CA8594,62849098.28,D,CA,2023-01-02
003142,CA9711,94654580.53,D,KY,2023-01-02
003143,CA2449,29465074.96,C,AZ,2023-01-02
003144,CA4394,56922802.64,D,CO,2023-01-02
003145,CA9759,2135350.69,C,CO,2023-01-02
003146,CA0444,94246683.26,C,AK,2023-01-02
003147,CA8667,42255624.27,D,CA,2023-01-02
003148,CA6778,6220063.34,C,WV,2023-01-02
003149,CA4034,57162160.34,D,AZ,2023-01-02
003150,CA2285,52937191.14,C,KY,2023-01-02
003151,CA8404,78909504.59,C,CO,2023-01-02
003152,CA5139,70322172.93,C,AZ,2023-01-02
003153,CA5871,13315528.89,C,NJ,2023-01-02
003154,CA7597,77825783.71,D,NJ,2023-01-02
003155,CA3465,33533210.7,D,AZ,2023-01-02
003156,CA4391,36438186.36,C,AL,2023-01-02
003157,CA0444,31936876.22,D,CA,2023-01-02
003158,CA8657,98696520.5,D,WV,2023-01-02
003159,CA5793,88257337.02,D,WV,2023-01-02
003160,CA8638,77824372.5,D,AK,2023-01-02
003161,CA2764,3274129.72,D,WV,2023-01-02
003162,CA3514,50112164.58,D,CA,2023-01-02
003163,CA0006,1943326.5,D,CO,2023-01-02
003164,CA5327,40291395.28,C,AZ,2023-01-02
003165,CA3286,60216370.34,D,CA,2023-01-02
003166,CA5463,49434556.42,C,KY,2023-01-02
003167,CA4427,58854290.56,D,AK,2023-01-02
003168,CA3929,80690916.25,C,WV,2023-01-02
003169,CA2946,62969881.66,D,AZ,2023-01-02
003170,CA1227,12304404.05,C,AL,2023-01-02
003171,CA1885,95814233.93,D,WV,2023-01-02
003172,CA6844,4041087.41,C,NJ,2023-01-02
003173,CA8921,68875039.06,C,CA,2023-01-02
003174,CA0864,67498004.07,C,AZ,2023-01-02
003175,CA1341,99406909.79,D,KY,2023-01-02
003176,CA8105,19478972.45,D,CA,2023-01-02
003177,CA9094,90362945.11,C,CA,2023-01-02
003178,CA8520,57476057.43,D,CA,2023-01-02
003179,CA8490,80523498.33,C,CA,2023-01-02
003180,CA9080,87053321.79,C,NJ,2023-01-02
003181,CA7025,31472824.62,D,NJ,2023-01-02
003182,CA6249,10035203.05,C,AK,2023-01-02
003183,CA1796,75276590.84,D,AZ,2023-01-02
003184,CA2539,58277123.97,D,KY,2023-01-02
003185,CA2402,36420747.5,D,WV,2023-01-02
003186,CA8715,46349242.71,D,KY,2023-01-02
003187,CA2340,2017483.81,D,NJ,2023-01-02
003188,CA0100,68545577.37,C,CO,2023-01-02
