tran_id,cust_id,tran_ammount,tran_type,tran_stat_cd,tran_date
021178,CA4096,41467394.25,D,AZ,2023-01-05
021179,CA8662,51732632.98,C,CO,2023-01-05
021180,CA5764,62927046.09,D,AK,2023-01-05
021181,CA6363,63923254.66,D,KY,2023-01-05
021182,CA7310,22675388.97,C,AZ,2023-01-05
021183,CA0673,29015810.13,D,CO,2023-01-05
021184,CA5871,16788042.15,D,CA,2023-01-05
021185,CA0911,9090860.26,C,CA,2023-01-05
021186,CA2160,39444852.12,D,NJ,2023-01-05
021187,CA0151,59229347.79,D,AZ,2023-01-05
021188,CA0938,16011812.86,D,AK,2023-01-05
021189,CA1782,52882979.0,C,AL,2023-01-05
021190,CA7859,13232309.14,D,AZ,2023-01-05
021191,CA6836,83255934.48,C,AZ,2023-01-05
021192,CA2755,34668012.67,C,KY,2023-01-05
021193,CA1930,41892432.44,C,AZ,2023-01-05
021194,CA8481,83563978.01,D,AZ,2023-01-05
021195,CA0851,56046544.08,C,CA,2023-01-05
021196,CA0156,78860108.49,C,AK,2023-01-05
021197,CA5733,29122281.63,C,AL,2023-01-05
021198,CA4863,11859503.44,C,AZ,2023-01-05
021199,CA6023,92167880.1,C,CA,2023-01-05
021200,CA5713,18688663.12,D,CA,2023-01-05
021201,CA0769,20356128.29,D,KY,2023-01-05
021202,CA9409,81162578.46,D,AK,2023-01-05
021203,CA5390,63821504.36,D,CO,2023-01-05
021204,CA8971,39356760.2,C,CA,2023-01-05
021205,CA3898,68215868.76,D,WV,2023-01-05
021206,CA3311,30002929.99,D,CA,2023-01-05
021207,CA8383,18505285.85,C,AL,2023-01-05
021208,CA4788,79056808.35,C,AZ,2023-01-05
021209,CA6123,10654098.95,C,CO,2023-01-05
021210,CA7413,98671451.27,D,AL,2023-01-05
021211,CA0846,80252666.0,D,KY,2023-01-05
021212,CA7572,99174982.17,C,WV,2023-01-05
021213,CA2635,50748693.49,C,AL,2023-01-05
021214,CA0616,69777018.14,C,CO,2023-01-05
021215,CA7066,96221723.86,C,KY,2023-01-05
021216,CA8553,31790160.26,D,AL,2023-01-05
021217,CA7612,26857013.74,C,AK,2023-01-05
021218,CA1843,31284030.67,C,AL,2023-01-05
021219,CA3415,74619561.57,C,AK,2023-01-05
021220,CA9226,15558262.29,D,AZ,2023-01-05
021221,CA9531,96760932.84,D,WV,2023-01-05
021222,CA4698,83628720.15,C,AL,2023-01-05
021223,CA1102,63589507.81,D,AZ,2023-01-05
021224,CA4926,74578322.96,C,AK,2023-01-05
021225,CA5649,94584912.67,C,NJ,2023-01-05
021226,CA7595,3797618.69,D,WV,2023-01-05
021227,CA7771,34248802.68,D,WV,2023-01-05
021228,CA5739,49511044.44,C,AZ,2023-01-05
021229,CA1084,4705354.09,C,CA,2023-01-05
021230,CA6742,94562247.26,C,NJ,2023-01-05
021231,CA6130,43307465.11,D,CO,2023-01-05
021232,CA7564,87531545.87,D,AL,2023-01-05
021233,CA0475,81966977.29,D,CO,2023-01-05
021234,CA9687,75028408.89,D,NJ,2023-01-05
021235,CA5175,35280816.37,D,CO,2023-01-05
021236,CA8076,79455649.04,D,CO,2023-01-05
021237,CA3359,8227153.62,D,CO,2023-01-05
021238,CA8073,54128381.67,C,KY,2023-01-05
021239,CA9799,25442333.36,D,AK,2023-01-05
021240,CA7627,9741268.76,D,CO,2023-01-05
021241,CA0317,99980159.14,C,AL,2023-01-05
021242,CA1849,89179548.55,D,KY,2023-01-05
021243,CA8541,69747071.08,D,WV,2023-01-05
021244,CA9929,59378686.97,C,CA,2023-01-05
021245,CA9215,63796455.8,C,KY,2023-01-05
021246,CA7921,266757.04,D,AZ,2023-01-05
021247,CA0384,94677051.17,C,AK,2023-01-05
021248,CA9916,22110895.25,D,KY,2023-01-05
021249,CA9448,19017172.47,D,AK,2023-01-05
021250,CA0685,47037020.67,D,KY,2023-01-05
021251,CA2741,42455013.06,C,WV,2023-01-05
021252,CA9570,7685284.42,D,KY,2023-01-05
021253,CA6031,8938660.8,C,AK,2023-01-05
021254,CA0036,59750508.43,D,CO,2023-01-05
021255,CA5862,92383478.9,D,KY,2023-01-05
021256,CA2103,85155204.07,C,CO,2023-01-05
021257,CA7358,10389292.39,D,AL,2023-01-05
021258,CA5052,51564228.1,D,KY,2023-01-05
021259,CA4950,14770787.37,C,WV,2023-01-05
021260,CA4245,77806618.38,D,NJ,2023-01-05
021261,CA6814,21067496.83,C,AL,2023-01-05
021262,CA4466,56207017.86,D,CO,2023-01-05
021263,CA5704,56692293.73,C,CA,2023-01-05
021264,CA0603,11637750.17,D,AK,2023-01-05
021265,CA2027,40438840.5,D,KY,2023-01-05
021266,CA1369,59433282.5,C,CA,2023-01-05
021267,CA1722,90629089.05,D,AL,2023-01-05
021268,CA8562,49688880.85,D,WV,2023-01-05
021269,CA3554,34090162.19,C,CO,2023-01-05
021270,CA7229,34484668.87,C,WV,2023-01-05
021271,CA8375,2383599.08,C,NJ,2023-01-05
021272,CA8679,86418358.24,D,WV,2023-01-05
021273,CA1093,15885188.57,C,KY,2023-01-05
021274,CA5952,97011021.34,D,NJ,2023-01-05
021275,CA6665,50756417.61,C,AZ,2023-01-05
021276,CA5691,95564209.65,C,AK,2023-01-05
021277,CA2933,3560903.69,C,CO,2023-01-05
021278,CA2586,80282897.68,D,NJ,2023-01-05
021279,CA5922,34133422.68,C,CO,2023-01-05
021280,CA7910,10775348.93,C,CA,2023-01-05
021281,CA1844,57131497.67,C,CA,2023-01-05
021282,CA9342,63643875.77,D,AK,2023-01-05
021283,CA3333,69745232.88,C,CA,2023-01-05
021284,CA3185,61328456.75,C,KY,2023-01-05
021285,CA9834,74775510.45,D,NJ,2023-01-05
021286,CA3763,52444766.18,C,AL,2023-01-05
021287,CA8546,16315630.77,D,NJ,2023-01-05
021288,CA8474,67516827.95,C,WV,2023-01-05
021289,CA8668,20824792.09,D,AK,2023-01-05
021290,CA5759,56252596.91,D,NJ,2023-01-05
021291,CA8482,63788576.27,C,CA,2023-01-05
021292,CA9959,66767874.44,C,AL,2023-01-05
021293,CA6672,21237683.7,C,AK,2023-01-05
021294,CA2807,5750150.78,C,CO,2023-01-05
021295,CA8338,96581227.07,D,KY,2023-01-05
021296,CA1810,99043955.32,C,AK,2023-01-05
021297,CA4742,65947068.4,D,AK,2023-01-05
021298,CA7352,32858410.78,D,WV,2023-01-05
021299,CA1210,62073546.01,D,KY,2023-01-05
021300,CA8250,89560253.82,C,CA,2023-01-05
021301,CA6502,90800407.03,C,KY,2023-01-05
021302,CA8495,66193648.79,C,AZ,2023-01-05
021303,CA3754,75214001.18,D,CA,2023-01-05
021304,CA8204,57930428.58,C,CA,2023-01-05
021305,CA1966,75834320.29,D,KY,2023-01-05
021306,CA7892,44757443.59,D,CA,2023-01-05
021307,CA4156,50957374.92,D,AL,2023-01-05
021308,CA1247,2521198.33,D,NJ,2023-01-05
021309,CA5312,99602214.32,D,AL,2023-01-05
021310,CA1901,16260750.68,D,WV,2023-01-05
021311,CA8999,55555239.43,D,CA,2023-01-05
021312,CA3507,15747820.72,C,WV,2023-01-05
021313,CA3456,12238509.88,C,WV,2023-01-05
021314,CA6567,31978826.02,C,AK,2023-01-05
021315,CA1590,54967138.73,D,AK,2023-01-05
021316,CA2432,36498159.38,C,NJ,2023-01-05
021317,CA6338,8324868.6,C,WV,2023-01-05
021318,CA2017,59371784.22,D,WV,2023-01-05
021319,CA1518,90200255.56,C,NJ,2023-01-05
021320,CA5903,50613561.65,D,AL,2023-01-05
021321,CA7927,74413162.86,D,KY,2023-01-05
021322,CA7719,51999891.28,D,AK,2023-01-05
021323,CA1334,83174031.27,C,KY,2023-01-05
021324,CA9304,36613400.8,C,WV,2023-01-05
021325,CA0902,35929587.47,D,WV,2023-01-05
021326,CA8464,70430400.37,D,WV,2023-01-05
021327,CA2821,21062289.71,C,AK,2023-01-05
021328,CA8132,85174970.14,D,CA,2023-01-05
021329,CA5675,32511161.14,C,NJ,2023-01-05
021330,CA5313,20124469.19,C,AL,2023-01-05
021331,CA3576,45909649.62,C,KY,2023-01-05
021332,CA2750,57435716.59,C,AK,2023-01-05
021333,CA0462,71533222.35,C,KY,2023-01-05
021334,CA9101,72327976.93,D,AL,2023-01-05
021335,CA5725,1752127.33,D,WV,2023-01-05
021336,CA4600,39947685.41,C,CA,2023-01-05
021337,CA1200,24303661.17,C,NJ,2023-01-05
