tran_id,cust_id,tran_ammount,tran_type,tran_stat_cd,tran_date
020017,CA1879,63850669.34,C,AZ,2023-01-04
020018,CA2197,96090523.44,D,AK,2023-01-04
020019,CA9510,39058691.79,D,AL,2023-01-04
020020,CA9407,83129346.75,C,NJ,2023-01-04
020021,CA6326,44271987.48,C,CA,2023-01-04
020022,CA3126,54260782.51,C,AK,2023-01-04
020023,CA4132,5051258.0,D,WV,2023-01-04
020024,CA2829,32963649.08,D,AL,2023-01-04
020025,CA7383,8569500.85,D,KY,2023-01-04
020026,CA2732,54360369.23,D,KY,2023-01-04
020027,CA3794,69804925.2,C,CO,2023-01-04
020028,CA8795,38122028.11,C,KY,2023-01-04
020029,CA2043,79616311.77,C,KY,2023-01-04
020030,CA7782,17455058.88,C,KY,2023-01-04
020031,CA4485,43374655.33,D,AZ,2023-01-04
020032,CA4596,37529957.29,C,NJ,2023-01-04
020033,CA7362,97324082.84,C,AZ,2023-01-04
020034,CA1418,78374799.16,D,NJ,2023-01-04
020035,CA5695,81383396.56,D,WV,2023-01-04
020036,CA3654,32786537.54,D,WV,2023-01-04
020037,CA0905,6893840.41,C,KY,2023-01-04
020038,CA9099,25401236.11,C,KY,2023-01-04
020039,CA1599,61610397.14,C,KY,2023-01-04
020040,CA3425,90993462.07,D,CA,2023-01-04
020041,CA4467,98161172.49,C,NJ,2023-01-04
020042,CA3383,80153741.8,D,NJ,2023-01-04
020043,CA5609,19948605.25,D,KY,2023-01-04
020044,CA4978,1068901.97,D,AL,2023-01-04
020045,CA7678,2543526.91,D,AZ,2023-01-04
020046,CA4373,19404607.01,C,KY,2023-01-04
020047,CA2828,45057352.05,C,CO,2023-01-04
020048,CA1728,14499175.21,C,AL,2023-01-04
020049,CA8332,72286108.66,C,AL,2023-01-04
020050,CA6371,74493980.98,D,AL,2023-01-04
020051,CA7454,94870317.49,C,AK,2023-01-04
020052,CA8582,93823130.44,D,KY,2023-01-04
020053,CA6280,1635911.69,C,WV,2023-01-04
020054,CA0864,67552980.51,C,CA,2023-01-04
