tran_id,cust_id,tran_ammount,tran_type,tran_stat_cd,tran_date
003192,CA6879,16127307.62,D,AZ,2023-01-02
003193,CA7320,10182293.27,C,CA,2023-01-02
003194,CA8491,46620192.64,C,AZ,2023-01-02
003195,CA4998,21303069.18,C,AK,2023-01-02
003196,CA5085,55700531.07,D,CA,2023-01-02
003197,CA9333,19983179.92,C,NJ,2023-01-02
003198,CA2372,57887400.91,C,CA,2023-01-02
003199,CA0888,47490191.91,D,NJ,2023-01-02
003200,CA5131,52324273.86,D,CA,2023-01-02
003201,CA3272,66145003.2,D,AK,2023-01-02
003202,CA7856,70993007.01,D,AK,2023-01-02
003203,CA0379,1833917.36,D,NJ,2023-01-02
003204,CA7625,20921787.66,D,NJ,2023-01-02
003205,CA0330,76841816.04,D,WV,2023-01-02
003206,CA5476,77936860.35,C,AL,2023-01-02
003207,CA2721,6529820.19,D,CA,2023-01-02
003208,CA0145,62761967.12,C,NJ,2023-01-02
003209,CA4394,85781981.98,C,CA,2023-01-02
003210,CA0998,56015235.13,D,WV,2023-01-02
003211,CA4313,76509039.2,D,KY,2023-01-02
003212,CA9174,74918263.35,C,AZ,2023-01-02
003213,CA1298,73464090.73,D,AK,2023-01-02
003214,CA5957,79558014.28,D,NJ,2023-01-02
003215,CA0146,56137257.68,C,AK,2023-01-02
003216,CA7461,82288727.27,D,AL,2023-01-02
003217,CA7857,88144073.6,C,WV,2023-01-02
003218,CA4947,44988599.27,D,KY,2023-01-02
003219,CA6190,24094908.05,C,KY,2023-01-02
003220,CA6776,38296295.95,D,CA,2023-01-02
003221,CA9182,83482558.15,C,AK,2023-01-02
003222,CA6305,53576347.42,D,AL,2023-01-02
003223,CA1987,97248575.46,C,AZ,2023-01-02
003224,CA9038,24991891.05,D,CO,2023-01-02
003225,CA9489,45278028.19,D,NJ,2023-01-02
003226,CA8474,53725788.29,D,AZ,2023-01-02
003227,CA0473,41420585.66,D,AK,2023-01-02
003228,CA2214,12802219.69,D,WV,2023-01-02
003229,CA6088,34609901.27,C,CA,2023-01-02
003230,CA9985,60709352.52,D,CO,2023-01-02
003231,CA4609,90329746.53,D,WV,2023-01-02
003232,CA5359,54695479.02,C,AK,2023-01-02
003233,CA9575,5599583.12,C,CO,2023-01-02
003234,CA0839,17088990.35,D,NJ,2023-01-02
003235,CA4474,24509870.01,D,CO,2023-01-02
003236,CA3953,22411227.96,D,WV,2023-01-02
003237,CA7420,80702663.02,D,AL,2023-01-02
003238,CA5751,13095909.49,D,KY,2023-01-02
003239,CA9264,64556639.61,D,KY,2023-01-02
003240,CA0472,28551477.17,C,KY,2023-01-02
003241,CA3264,83101986.03,C,NJ,2023-01-02
003242,CA7409,20741760.07,C,AK,2023-01-02
003243,CA0128,83039297.86,D,KY,2023-01-02
003244,CA8947,70477295.84,C,AK,2023-01-02
003245,CA3980,74976091.59,C,WV,2023-01-02
003246,CA3549,8838215.37,D,CA,2023-01-02
003247,CA3661,86702396.7,D,AZ,2023-01-02
003248,CA0246,82899252.62,D,KY,2023-01-02
003249,CA8302,62859109.07,C,AK,2023-01-02
003250,CA2266,70332402.45,C,AK,2023-01-02
003251,CA9029,16693563.13,C,NJ,2023-01-02
003252,CA1650,39146317.65,C,WV,2023-01-02
003253,CA3714,1470492.74,C,AK,2023-01-02
003254,CA6627,7314252.11,C,CO,2023-01-02
003255,CA8601,87076407.06,C,AK,2023-01-02
003256,CA2185,65836913.31,D,CO,2023-01-02
003257,CA3074,78352128.96,C,AK,2023-01-02
003258,CA4752,21540025.4,C,AL,2023-01-02
003259,CA0652,52344650.37,D,AZ,2023-01-02
003260,CA4369,12994623.18,C,CA,2023-01-02
003261,CA4286,3022632.81,D,AL,2023-01-02
003262,CA5690,63114090.54,C,CA,2023-01-02
003263,CA2000,42828361.39,C,AK,2023-01-02
003264,CA1372,24508197.36,D,WV,2023-01-02
003265,CA3937,2679947.43,D,CO,2023-01-02
