tran_id,cust_id,tran_ammount,tran_type,tran_stat_cd,tran_date
000001,CA6936,72407682.4,C,AZ,2023-01-01
000002,CA0113,40024586.72,D,NJ,2023-01-01
000003,CA7754,80354196.51,D,AZ,2023-01-01
000004,CA5020,27619892.98,D,AK,2023-01-01
000005,CA5595,54167123.75,C,WV,2023-01-01
000006,CA9502,22992048.98,D,AZ,2023-01-01
000007,CA3565,40630858.44,D,KY,2023-01-01
000008,CA3882,5711663.35,C,AZ,2023-01-01
000009,CA2760,32275453.49,C,NJ,2023-01-01
000010,CA5910,30446170.64,C,AK,2023-01-01
000011,CA3495,16996892.98,C,AZ,2023-01-01
000012,CA1241,66505891.27,C,CO,2023-01-01
000013,CA7559,69311624.47,C,AL,2023-01-01
000014,CA8686,14026654.49,D,WV,2023-01-01
000015,CA4197,84995737.95,C,CA,2023-01-01
000016,CA4742,76155461.8,D,AK,2023-01-01
000017,CA5458,79167367.44,D,CA,2023-01-01
000018,CA2626,43783082.48,C,NJ,2023-01-01
000019,CA0388,96163925.3,D,KY,2023-01-01
000020,CA1703,50323830.42,C,KY,2023-01-01
000021,CA7524,38875248.77,C,WV,2023-01-01
000022,CA1357,23959852.92,D,AK,2023-01-01
000023,CA2429,84924574.48,D,WV,2023-01-01
000024,CA1000,561095.82,C,KY,2023-01-01
000025,CA4900,75094460.32,D,AZ,2023-01-01
000026,CA1099,71254725.34,C,AK,2023-01-01
000027,CA2078,36283191.33,D,WV,2023-01-01
000028,CA4497,25011574.77,D,WV,2023-01-01
000029,CA5096,62825914.13,D,CO,2023-01-01
000030,CA8775,51511206.86,C,CO,2023-01-01
000031,CA6050,90151940.23,D,AZ,2023-01-01
000032,CA0274,29898608.8,C,AL,2023-01-01
000033,CA7295,25474543.14,C,AL,2023-01-01
000034,CA2866,68699152.16,D,AZ,2023-01-01
000035,CA0838,29250323.83,C,NJ,2023-01-01
000036,CA9025,54632823.34,D,WV,2023-01-01
000037,CA5082,88069324.87,C,CA,2023-01-01
000038,CA8366,56061041.05,C,AL,2023-01-01
000039,CA7230,7310395.78,D,AL,2023-01-01
000040,CA6442,20172674.39,C,CO,2023-01-01
000041,CA6068,23638644.27,D,WV,2023-01-01
000042,CA8924,13442800.21,D,KY,2023-01-01
000043,CA4234,63103484.34,D,AL,2023-01-01
000044,CA6043,14862208.53,C,CO,2023-01-01
000045,CA7264,66598315.72,C,AZ,2023-01-01
000046,CA2663,88963491.15,D,CA,2023-01-01
000047,CA7998,57821334.25,D,CA,2023-01-01
000048,CA0489,50205622.71,D,WV,2023-01-01
000049,CA6777,95567411.3,D,KY,2023-01-01
000050,CA7845,92889482.76,C,AL,2023-01-01
000051,CA8088,26966925.32,C,CO,2023-01-01
000052,CA0878,80114705.69,D,AL,2023-01-01
000053,CA9591,48591103.45,C,KY,2023-01-01
000054,CA2373,28810016.96,C,WV,2023-01-01
000055,CA7967,96233515.74,C,CA,2023-01-01
000056,CA1212,57101721.33,D,CA,2023-01-01
000057,CA1373,45157509.79,C,KY,2023-01-01
000058,CA5438,54439096.28,C,KY,2023-01-01
000059,CA9531,54493845.88,C,CA,2023-01-01
000060,CA9479,4102656.46,C,CO,2023-01-01
000061,CA7420,11165006.93,D,AK,2023-01-01
000062,CA4244,16831388.15,D,CA,2023-01-01
000063,CA3189,94336940.88,D,NJ,2023-01-01
000064,CA3749,74834328.07,C,WV,2023-01-01
000065,CA5064,7727607.37,D,AK,2023-01-01
000066,CA8795,87466854.37,D,CA,2023-01-01
000067,CA4660,26004935.71,C,AZ,2023-01-01
000068,CA0491,93099399.61,D,WV,2023-01-01
000069,CA0576,73486295.7,D,WV,2023-01-01
