tran_id,cust_id,tran_ammount,tran_type,tran_stat_cd,tran_date
022625,CA1673,26634515.4,C,AZ,2023-01-05
022626,CA9192,60104878.44,D,KY,2023-01-05
022627,CA2656,89860219.43,C,AK,2023-01-05
022628,CA2041,77810807.78,D,KY,2023-01-05
022629,CA3021,98044115.51,D,KY,2023-01-05
022630,CA3497,97502007.36,C,AZ,2023-01-05
022631,CA2165,151084.57,C,KY,2023-01-05
022632,CA4119,89294202.15,D,WV,2023-01-05
022633,CA5426,98769642.67,D,NJ,2023-01-05
022634,CA8487,47393752.78,D,AL,2023-01-05
022635,CA3920,89535379.18,D,AL,2023-01-05
022636,CA3884,65899619.01,C,AL,2023-01-05
022637,CA1046,60558973.44,D,KY,2023-01-05
022638,CA8156,74078324.81,D,AZ,2023-01-05
022639,CA4864,15851610.27,D,CO,2023-01-05
022640,CA1652,71325654.13,D,AZ,2023-01-05
022641,CA6248,25524949.66,C,KY,2023-01-05
022642,CA2549,29479264.63,C,CO,2023-01-05
022643,CA3354,75634298.59,D,AL,2023-01-05
022644,CA1769,80919465.6,D,AZ,2023-01-05
022645,CA1312,23850777.75,D,CA,2023-01-05
022646,CA4516,69751903.53,C,CO,2023-01-05
022647,CA8842,70945047.67,C,WV,2023-01-05
022648,CA8991,24258580.5,C,AK,2023-01-05
022649,CA5572,92456429.82,D,CO,2023-01-05
022650,CA5157,68883927.31,C,AZ,2023-01-05
022651,CA6739,56757.72,C,AL,2023-01-05
022652,CA9552,63436724.19,D,NJ,2023-01-05
022653,CA2128,80829333.86,C,WV,2023-01-05
022654,CA7779,3624750.33,D,WV,2023-01-05
022655,CA1258,36235299.33,D,AK,2023-01-05
022656,CA1502,21390651.43,C,KY,2023-01-05
022657,CA5588,29224596.41,C,CO,2023-01-05
022658,CA3750,85878880.19,D,NJ,2023-01-05
022659,CA5047,78532393.26,D,AL,2023-01-05
022660,CA8151,77259499.85,C,KY,2023-01-05
022661,CA3510,15909036.07,C,AK,2023-01-05
022662,CA6777,39291474.98,C,WV,2023-01-05
022663,CA3912,69241225.76,D,AK,2023-01-05
022664,CA7165,62515648.88,C,AK,2023-01-05
022665,CA6021,70153887.45,C,CO,2023-01-05
022666,CA3373,65292317.97,D,KY,2023-01-05
022667,CA0031,83181659.66,D,AL,2023-01-05
022668,CA3370,35503086.2,D,KY,2023-01-05
022669,CA1635,53300333.71,C,KY,2023-01-05
022670,CA3493,91682249.95,C,AZ,2023-01-05
022671,CA0506,60342056.4,C,WV,2023-01-05
022672,CA1614,51280766.74,D,CA,2023-01-05
022673,CA4265,77256031.11,C,KY,2023-01-05
022674,CA6289,48320318.81,D,CO,2023-01-05
022675,CA0244,35121984.38,D,KY,2023-01-05
022676,CA9615,92497410.31,C,AZ,2023-01-05
022677,CA7387,45997615.93,C,CO,2023-01-05
022678,CA9426,49515674.77,C,CO,2023-01-05
022679,CA2329,11994723.28,D,CA,2023-01-05
022680,CA0525,40768795.24,D,CA,2023-01-05
022681,CA4511,62568701.97,C,CA,2023-01-05
022682,CA2502,25109988.22,D,CA,2023-01-05
022683,CA9254,53082107.64,D,NJ,2023-01-05
022684,CA9510,13626241.11,C,CA,2023-01-05
022685,CA1290,84259919.42,D,CO,2023-01-05
022686,CA2597,31689441.36,D,CA,2023-01-05
022687,CA9622,78212014.83,D,NJ,2023-01-05
022688,CA8824,9122756.98,C,CA,2023-01-05
022689,CA1991,27209349.4,C,AL,2023-01-05
022690,CA8143,98429632.17,C,CA,2023-01-05
022691,CA9453,24940034.42,D,CA,2023-01-05
022692,CA7940,30638428.81,C,NJ,2023-01-05
022693,CA4173,22197605.57,D,CO,2023-01-05
022694,CA4646,86373808.54,D,AK,2023-01-05
022695,CA5603,14822746.93,D,AK,2023-01-05
022696,CA7479,37201587.14,C,KY,2023-01-05
022697,CA5071,34682706.28,D,AL,2023-01-05
022698,CA9653,98600208.91,D,KY,2023-01-05
022699,CA9646,9200427.91,C,AZ,2023-01-05
022700,CA7796,16089867.39,D,CA,2023-01-05
022701,CA1849,33479804.48,C,CA,2023-01-05
022702,CA1225,45208006.93,C,AL,2023-01-05
022703,CA6369,57017739.3,D,NJ,2023-01-05
022704,CA0530,2082373.33,D,WV,2023-01-05
022705,CA2214,15499368.13,C,AZ,2023-01-05
022706,CA8771,271539.23,C,AZ,2023-01-05
022707,CA8622,94451511.86,D,AL,2023-01-05
022708,CA5016,981606.82,D,WV,2023-01-05
022709,CA6431,30674267.16,C,CO,2023-01-05
022710,CA9236,55671255.05,D,AZ,2023-01-05
022711,CA4337,69226708.74,C,AZ,2023-01-05
022712,CA9126,60158825.03,C,WV,2023-01-05
022713,CA4597,15735066.73,C,KY,2023-01-05
022714,CA0910,64582505.36,D,AL,2023-01-05
022715,CA5621,12214460.83,D,AZ,2023-01-05
022716,CA0616,91834494.51,C,AZ,2023-01-05
022717,CA4931,49063359.8,D,CA,2023-01-05
022718,CA2493,26345289.4,D,KY,2023-01-05
022719,CA2399,85679049.11,C,NJ,2023-01-05
022720,CA8598,18936297.74,D,AK,2023-01-05
022721,CA4989,37370451.34,D,NJ,2023-01-05
022722,CA6389,87962749.65,D,KY,2023-01-05
022723,CA4214,82431758.03,D,AZ,2023-01-05
