tran_id,cust_id,tran_ammount,tran_type,tran_country_cd,tran_date
FX_20220104_000001,cust_5706,16844375.83,D,CAN,2022-01-04
TD_20220104_000002,cust_9796,7402084.63,C,AFG,2022-01-04
FX_20220104_000003,cust_0506,5081009.95,D,JPN,2022-01-04
FX_20220104_000004,cust_9692,70032280.28,D,AFG,2022-01-04
FX_20220104_000005,cust_1909,97340663.32,C,KON,2022-01-04
TD_20220104_000006,cust_9002,53458235.11,C,PAL,2022-01-04
TD_20220104_000007,cust_6462,77554097.12,C,PAL,2022-01-04
TD_20220104_000008,cust_9622,54882713.84,D,CAN,2022-01-04
FX_20220104_000009,cust_8572,13198290.44,C,PAL,2022-01-04
TD_20220104_000010,cust_3524,67385355.97,C,CAN,2022-01-04
FX_20220104_000011,cust_9832,2162914.59,D,PAL,2022-01-04
TD_20220104_000012,cust_4293,38725370.01,D,PAL,2022-01-04
FX_20220104_000013,cust_2992,71250684.11,C,PAL,2022-01-04
TD_20220104_000014,cust_6237,97278979.54,C,KON,2022-01-04
TD_20220104_000015,cust_4685,43171903.57,C,USA,2022-01-04
TD_20220104_000016,cust_1954,85101215.69,C,CAN,2022-01-04
FX_20220104_000017,cust_2130,71443982.86,C,PAL,2022-01-04
FX_20220104_000018,cust_4298,47877974.59,C,JPN,2022-01-04
TD_20220104_000019,cust_2992,13297617.29,C,CAN,2022-01-04
TD_20220104_000020,cust_8101,38060384.42,D,CHN,2022-01-04
TD_20220104_000021,cust_4203,6900326.55,C,IND,2022-01-04
TD_20220104_000022,cust_8494,4640038.6,C,PAL,2022-01-04
FX_20220104_000023,cust_9116,77560099.68,C,KON,2022-01-04
TD_20220104_000024,cust_3143,91762101.12,C,IND,2022-01-04
TD_20220104_000025,cust_3243,94668161.55,C,CHN,2022-01-04
FX_20220104_000026,cust_5080,73939378.96,D,CHN,2022-01-04
TD_20220104_000027,cust_3432,9536622.87,C,PAL,2022-01-04
TD_20220104_000028,cust_0221,71442567.15,D,CAN,2022-01-04
TD_20220104_000029,cust_8785,27768661.09,C,KON,2022-01-04
FX_20220104_000030,cust_4172,62290020.13,C,AFG,2022-01-04
FX_20220104_000031,cust_8797,34552060.36,D,CAN,2022-01-04
FX_20220104_000032,cust_5297,73721554.45,C,CHN,2022-01-04
FX_20220104_000033,cust_0577,66807128.02,D,AFG,2022-01-04
TD_20220104_000034,cust_1689,78661492.6,C,USA,2022-01-04
TD_20220104_000035,cust_2079,60885855.58,C,CAN,2022-01-04
FX_20220104_000036,cust_0075,3257643.78,D,USA,2022-01-04
FX_20220104_000037,cust_5764,72612008.03,D,CAN,2022-01-04
TD_20220104_000038,cust_2542,51504298.24,D,AFG,2022-01-04
TD_20220104_000039,cust_8123,31163599.54,D,JPN,2022-01-04
TD_20220104_000040,cust_2057,77478879.73,D,PAL,2022-01-04
FX_20220104_000041,cust_2376,70374770.25,D,PAL,2022-01-04
FX_20220104_000042,cust_4678,13523217.69,C,USA,2022-01-04
TD_20220104_000043,cust_1613,65510261.17,D,AFG,2022-01-04
TD_20220104_000044,cust_8663,69729630.15,C,AFG,2022-01-04
TD_20220104_000045,cust_5021,43884812.82,D,KON,2022-01-04
TD_20220104_000046,cust_2017,27605430.62,D,KON,2022-01-04
TD_20220104_000047,cust_1608,83115027.62,D,KON,2022-01-04
FX_20220104_000048,cust_9154,7423366.79,C,JPN,2022-01-04
FX_20220104_000049,cust_1078,98912408.59,C,CHN,2022-01-04
TD_20220104_000050,cust_9295,92301321.03,C,JPN,2022-01-04
TD_20220104_000051,cust_1691,2568697.63,D,IND,2022-01-04
TD_20220104_000052,cust_6072,45836253.13,D,KON,2022-01-04
FX_20220104_000053,cust_7279,33185160.12,D,IND,2022-01-04
TD_20220104_000054,cust_1793,10300135.01,C,AFG,2022-01-04
FX_20220104_000055,cust_8727,42613602.15,C,KON,2022-01-04
FX_20220104_000056,cust_3688,19487067.63,D,AFG,2022-01-04
TD_20220104_000057,cust_1002,36375392.28,D,IND,2022-01-04
TD_20220104_000058,cust_5118,24350541.9,C,KON,2022-01-04
TD_20220104_000059,cust_1516,20930116.39,D,JPN,2022-01-04
FX_20220104_000060,cust_7572,22632914.16,C,USA,2022-01-04
TD_20220104_000061,cust_3433,49402731.98,D,CHN,2022-01-04
FX_20220104_000062,cust_1490,57310946.87,C,CHN,2022-01-04
FX_20220104_000063,cust_0616,87302072.01,C,CHN,2022-01-04
TD_20220104_000064,cust_8455,66384385.98,C,CAN,2022-01-04
FX_20220104_000065,cust_3283,85834699.05,C,USA,2022-01-04
FX_20220104_000066,cust_2745,93380157.93,C,USA,2022-01-04
FX_20220104_000067,cust_0974,66463443.46,D,AFG,2022-01-04
TD_20220104_000068,cust_0511,49206599.35,C,CHN,2022-01-04
TD_20220104_000069,cust_3684,43925933.7,C,AFG,2022-01-04
TD_20220104_000070,cust_1071,17917292.64,D,AFG,2022-01-04
TD_20220104_000071,cust_4022,9640137.41,C,IND,2022-01-04
FX_20220104_000072,cust_4121,56254951.67,C,USA,2022-01-04
TD_20220104_000073,cust_8617,71252934.28,C,PAL,2022-01-04
TD_20220104_000074,cust_1336,69916364.89,D,KON,2022-01-04
TD_20220104_000075,cust_5722,65285867.73,D,PAL,2022-01-04
TD_20220104_000076,cust_0220,92083673.55,D,CAN,2022-01-04
TD_20220104_000077,cust_2997,87865519.63,C,CHN,2022-01-04
FX_20220104_000078,cust_9077,1342357.52,D,CAN,2022-01-04
TD_20220104_000079,cust_2115,55528761.44,C,PAL,2022-01-04
TD_20220104_000080,cust_8640,95984714.65,D,IND,2022-01-04
TD_20220104_000081,cust_7851,8203403.56,C,CAN,2022-01-04
FX_20220104_000082,cust_9329,15569345.81,D,JPN,2022-01-04
TD_20220104_000083,cust_1202,13759921.02,C,PAL,2022-01-04
FX_20220104_000084,cust_0879,30425916.97,D,JPN,2022-01-04
TD_20220104_000085,cust_9672,68915502.28,C,IND,2022-01-04
TD_20220104_000086,cust_8141,26165121.79,C,CHN,2022-01-04
TD_20220104_000087,cust_6872,63538141.43,C,USA,2022-01-04
TD_20220104_000088,cust_4088,6184046.24,D,AFG,2022-01-04
FX_20220104_000089,cust_4810,21035080.7,C,USA,2022-01-04
FX_20220104_000090,cust_0403,83768909.17,C,CAN,2022-01-04
FX_20220104_000091,cust_3431,66289722.39,D,USA,2022-01-04
TD_20220104_000092,cust_9581,34520951.13,D,PAL,2022-01-04
FX_20220104_000093,cust_0706,37227911.97,C,CHN,2022-01-04
TD_20220104_000094,cust_6045,70450272.25,D,KON,2022-01-04
TD_20220104_000095,cust_9209,49897731.88,D,CHN,2022-01-04
TD_20220104_000096,cust_7373,8611952.6,C,USA,2022-01-04
FX_20220104_000097,cust_3874,27753875.68,C,AFG,2022-01-04
FX_20220104_000098,cust_9192,42825025.93,D,CHN,2022-01-04
TD_20220104_000099,cust_7104,87750412.05,D,USA,2022-01-04
FX_20220104_000100,cust_4266,83189286.37,D,KON,2022-01-04
TD_20220104_000101,cust_6673,12045291.5,D,JPN,2022-01-04
TD_20220104_000102,cust_7711,13729527.88,D,AFG,2022-01-04
FX_20220104_000103,cust_6061,21072759.14,C,JPN,2022-01-04
TD_20220104_000104,cust_0956,73707863.51,D,USA,2022-01-04
FX_20220104_000105,cust_6457,51227558.43,D,CAN,2022-01-04
TD_20220104_000106,cust_6005,26080929.08,D,JPN,2022-01-04
TD_20220104_000107,cust_5958,33777999.17,C,USA,2022-01-04
FX_20220104_000108,cust_1598,44980238.57,D,AFG,2022-01-04
TD_20220104_000109,cust_2390,2949150.71,D,USA,2022-01-04
TD_20220104_000110,cust_6518,9627427.08,D,IND,2022-01-04
TD_20220104_000111,cust_1891,39950726.74,C,CHN,2022-01-04
FX_20220104_000112,cust_2027,19762856.91,C,IND,2022-01-04
FX_20220104_000113,cust_6709,45132939.65,C,AFG,2022-01-04
FX_20220104_000114,cust_1718,69208086.41,D,USA,2022-01-04
TD_20220104_000115,cust_8765,70639913.29,C,CHN,2022-01-04
FX_20220104_000116,cust_4982,26085584.26,D,CAN,2022-01-04
TD_20220104_000117,cust_5496,45323665.55,D,AFG,2022-01-04
FX_20220104_000118,cust_8542,97426057.18,C,KON,2022-01-04
FX_20220104_000119,cust_0767,31215774.27,D,IND,2022-01-04
FX_20220104_000120,cust_4559,60534982.5,C,PAL,2022-01-04
FX_20220104_000121,cust_9063,65511923.94,C,CHN,2022-01-04
TD_20220104_000122,cust_1321,67948483.18,C,AFG,2022-01-04
FX_20220104_000123,cust_3744,2981540.53,C,PAL,2022-01-04
TD_20220104_000124,cust_3032,60377470.06,D,AFG,2022-01-04
TD_20220104_000125,cust_7492,85708373.0,C,CAN,2022-01-04
FX_20220104_000126,cust_0307,23090329.94,C,CHN,2022-01-04
FX_20220104_000127,cust_4152,71431888.63,C,AFG,2022-01-04
FX_20220104_000128,cust_9113,46420673.28,D,USA,2022-01-04
FX_20220104_000129,cust_3814,70219003.04,C,PAL,2022-01-04
FX_20220104_000130,cust_1444,76177509.31,D,JPN,2022-01-04
TD_20220104_000131,cust_3156,99951276.45,C,CHN,2022-01-04
TD_20220104_000132,cust_3066,68591020.58,D,CAN,2022-01-04
TD_20220104_000133,cust_6085,33814880.43,C,AFG,2022-01-04
