tran_id,cust_id,tran_ammount,tran_type,tran_country_cd,tran_date
FX_20220106_000001,cust_9040,70545328.25,D,USA,2022-01-06
FX_20220106_000002,cust_8061,81260715.04,C,KON,2022-01-06
TD_20220106_000003,cust_0467,12470637.48,C,IND,2022-01-06
TD_20220106_000004,cust_6422,49531888.04,D,CHN,2022-01-06
FX_20220106_000005,cust_0020,27753356.06,C,CAN,2022-01-06
FX_20220106_000006,cust_6255,71213681.33,D,CHN,2022-01-06
FX_20220106_000007,cust_7837,3724426.51,C,CHN,2022-01-06
TD_20220106_000008,cust_3465,86503232.24,D,USA,2022-01-06
FX_20220106_000009,cust_9907,26624185.85,D,AFG,2022-01-06
TD_20220106_000010,cust_3305,56525339.73,C,IND,2022-01-06
FX_20220106_000011,cust_9102,28818512.11,C,AFG,2022-01-06
TD_20220106_000012,cust_7087,77341423.34,D,KON,2022-01-06
TD_20220106_000013,cust_9370,19477943.26,D,KON,2022-01-06
FX_20220106_000014,cust_6023,62885534.96,D,USA,2022-01-06
FX_20220106_000015,cust_8757,30368824.13,D,AFG,2022-01-06
FX_20220106_000016,cust_7448,26563427.9,C,USA,2022-01-06
TD_20220106_000017,cust_2201,32749819.4,C,IND,2022-01-06
FX_20220106_000018,cust_9966,13101918.49,C,PAL,2022-01-06
FX_20220106_000019,cust_2976,37162612.36,D,PAL,2022-01-06
TD_20220106_000020,cust_1850,60848089.65,D,CHN,2022-01-06
TD_20220106_000021,cust_9492,95223188.9,C,JPN,2022-01-06
FX_20220106_000022,cust_6218,66651492.39,C,CHN,2022-01-06
FX_20220106_000023,cust_9294,21373781.32,C,KON,2022-01-06
TD_20220106_000024,cust_0046,20062133.0,D,IND,2022-01-06
FX_20220106_000025,cust_7815,3178672.5,D,IND,2022-01-06
FX_20220106_000026,cust_1789,71967057.23,C,CHN,2022-01-06
TD_20220106_000027,cust_0988,46558462.81,C,CHN,2022-01-06
FX_20220106_000028,cust_6294,76188545.07,D,PAL,2022-01-06
TD_20220106_000029,cust_1658,86299355.12,C,IND,2022-01-06
TD_20220106_000030,cust_7198,7120352.09,C,JPN,2022-01-06
FX_20220106_000031,cust_0934,98765767.18,C,IND,2022-01-06
TD_20220106_000032,cust_1089,61149689.78,D,USA,2022-01-06
TD_20220106_000033,cust_9434,90625902.65,D,KON,2022-01-06
FX_20220106_000034,cust_4439,72521767.17,D,AFG,2022-01-06
TD_20220106_000035,cust_1672,90470498.45,D,USA,2022-01-06
FX_20220106_000036,cust_2962,98223500.1,C,CAN,2022-01-06
FX_20220106_000037,cust_6492,41001408.33,D,PAL,2022-01-06
TD_20220106_000038,cust_5680,89923971.54,D,JPN,2022-01-06
FX_20220106_000039,cust_3200,4741712.02,D,AFG,2022-01-06
TD_20220106_000040,cust_8189,83261090.18,D,PAL,2022-01-06
TD_20220106_000041,cust_4438,25461216.86,D,CHN,2022-01-06
TD_20220106_000042,cust_1329,24727887.47,D,KON,2022-01-06
FX_20220106_000043,cust_3774,70090148.4,C,AFG,2022-01-06
TD_20220106_000044,cust_8316,25005546.55,C,PAL,2022-01-06
FX_20220106_000045,cust_9190,40297105.32,D,USA,2022-01-06
TD_20220106_000046,cust_6874,32289628.36,C,PAL,2022-01-06
TD_20220106_000047,cust_9467,55532736.74,D,CAN,2022-01-06
TD_20220106_000048,cust_1687,79755906.21,C,KON,2022-01-06
TD_20220106_000049,cust_4288,48279649.24,C,KON,2022-01-06
TD_20220106_000050,cust_4049,53394220.92,C,AFG,2022-01-06
TD_20220106_000051,cust_7354,36179061.83,D,AFG,2022-01-06
TD_20220106_000052,cust_4638,70043555.0,C,KON,2022-01-06
FX_20220106_000053,cust_1537,22560656.31,D,KON,2022-01-06
