tran_id,cust_id,tran_ammount,tran_type,tran_country_cd,tran_date
FX_20220101_000001,cust_2054,68179920.87,C,PAL,2022-01-01
FX_20220101_000002,cust_9514,65258659.69,D,PAL,2022-01-01
FX_20220101_000003,cust_3756,28395947.15,D,AFG,2022-01-01
FX_20220101_000004,cust_9931,10224598.39,D,USA,2022-01-01
TD_20220101_000005,cust_6116,61814785.76,C,USA,2022-01-01
TD_20220101_000006,cust_5169,70871351.85,D,IND,2022-01-01
FX_20220101_000007,cust_6985,37080014.24,C,USA,2022-01-01
TD_20220101_000008,cust_3299,35123819.21,D,CAN,2022-01-01
FX_20220101_000009,cust_6022,4554364.38,C,PAL,2022-01-01
FX_20220101_000010,cust_5356,7980717.77,D,USA,2022-01-01
TD_20220101_000011,cust_0682,59061665.41,C,AFG,2022-01-01
TD_20220101_000012,cust_5670,49822017.24,D,PAL,2022-01-01
FX_20220101_000013,cust_6563,74815237.0,D,IND,2022-01-01
FX_20220101_000014,cust_1280,76090418.29,D,USA,2022-01-01
FX_20220101_000015,cust_7949,48608360.93,D,AFG,2022-01-01
TD_20220101_000016,cust_0462,98338604.13,C,JPN,2022-01-01
TD_20220101_000017,cust_4412,46562092.11,D,USA,2022-01-01
FX_20220101_000018,cust_8432,38846646.8,D,USA,2022-01-01
TD_20220101_000019,cust_1660,31373948.55,C,AFG,2022-01-01
TD_20220101_000020,cust_0091,62994246.39,D,CHN,2022-01-01
FX_20220101_000021,cust_8334,71863629.84,C,USA,2022-01-01
TD_20220101_000022,cust_1187,33801906.87,D,AFG,2022-01-01
TD_20220101_000023,cust_0856,26556955.13,D,KON,2022-01-01
FX_20220101_000024,cust_2478,983666.13,D,KON,2022-01-01
TD_20220101_000025,cust_9619,19236087.55,D,AFG,2022-01-01
TD_20220101_000026,cust_4968,96423906.42,D,JPN,2022-01-01
FX_20220101_000027,cust_9142,5131680.77,C,CHN,2022-01-01
FX_20220101_000028,cust_0952,93597114.8,D,CHN,2022-01-01
FX_20220101_000029,cust_0103,69429480.32,D,USA,2022-01-01
TD_20220101_000030,cust_0027,67354344.12,C,AFG,2022-01-01
FX_20220101_000031,cust_5902,28666428.05,C,JPN,2022-01-01
FX_20220101_000032,cust_4958,87604692.5,C,JPN,2022-01-01
TD_20220101_000033,cust_2656,65642557.27,D,CAN,2022-01-01
TD_20220101_000034,cust_4000,59110176.85,C,USA,2022-01-01
TD_20220101_000035,cust_4072,65179040.92,C,KON,2022-01-01
FX_20220101_000036,cust_6765,76396558.08,D,CAN,2022-01-01
FX_20220101_000037,cust_8755,78384596.52,D,CHN,2022-01-01
TD_20220101_000038,cust_0888,1134364.46,C,IND,2022-01-01
FX_20220101_000039,cust_3593,68251988.35,C,USA,2022-01-01
TD_20220101_000040,cust_0965,29210842.45,C,AFG,2022-01-01
TD_20220101_000041,cust_8025,29616197.67,D,USA,2022-01-01
FX_20220101_000042,cust_5829,69793289.64,D,PAL,2022-01-01
FX_20220101_000043,cust_0200,93015299.57,C,CHN,2022-01-01
TD_20220101_000044,cust_6626,6331651.92,C,KON,2022-01-01
TD_20220101_000045,cust_1490,50302886.55,D,JPN,2022-01-01
FX_20220101_000046,cust_0175,3413049.67,D,PAL,2022-01-01
FX_20220101_000047,cust_5496,27364331.9,C,KON,2022-01-01
TD_20220101_000048,cust_3313,16892790.9,C,CAN,2022-01-01
TD_20220101_000049,cust_0633,83736430.02,C,CHN,2022-01-01
TD_20220101_000050,cust_4158,76592465.24,D,CAN,2022-01-01
TD_20220101_000051,cust_2985,57869260.36,C,JPN,2022-01-01
TD_20220101_000052,cust_6700,96001710.29,C,CHN,2022-01-01
TD_20220101_000053,cust_6400,59398938.28,D,CAN,2022-01-01
TD_20220101_000054,cust_0552,6708163.62,C,USA,2022-01-01
TD_20220101_000055,cust_8169,69679366.05,D,CHN,2022-01-01
TD_20220101_000056,cust_7533,10420702.92,C,IND,2022-01-01
TD_20220101_000057,cust_1728,79570219.31,C,PAL,2022-01-01
TD_20220101_000058,cust_2544,35343086.62,C,AFG,2022-01-01
FX_20220101_000059,cust_7417,8619811.28,C,KON,2022-01-01
FX_20220101_000060,cust_2185,5868705.93,C,CHN,2022-01-01
TD_20220101_000061,cust_1008,20225388.75,C,CAN,2022-01-01
FX_20220101_000062,cust_9407,5237779.05,D,PAL,2022-01-01
FX_20220101_000063,cust_0358,13952115.05,D,PAL,2022-01-01
FX_20220101_000064,cust_9290,95803685.69,C,KON,2022-01-01
FX_20220101_000065,cust_2475,36949562.91,D,USA,2022-01-01
FX_20220101_000066,cust_3393,97781070.92,D,CAN,2022-01-01
TD_20220101_000067,cust_6784,93029197.5,D,KON,2022-01-01
TD_20220101_000068,cust_3672,70009433.72,D,AFG,2022-01-01
FX_20220101_000069,cust_4678,52022240.88,D,CHN,2022-01-01
FX_20220101_000070,cust_2299,77144821.91,D,PAL,2022-01-01
FX_20220101_000071,cust_6184,94770947.81,C,PAL,2022-01-01
FX_20220101_000072,cust_8636,41583408.13,C,AFG,2022-01-01
TD_20220101_000073,cust_1717,12705800.21,C,CHN,2022-01-01
FX_20220101_000074,cust_5213,15222763.06,C,AFG,2022-01-01
FX_20220101_000075,cust_8024,75388561.7,C,CAN,2022-01-01
TD_20220101_000076,cust_2483,47584083.76,D,JPN,2022-01-01
FX_20220101_000077,cust_4415,32745.84,D,USA,2022-01-01
FX_20220101_000078,cust_9657,23340662.12,D,KON,2022-01-01
FX_20220101_000079,cust_0421,86598219.27,C,JPN,2022-01-01
FX_20220101_000080,cust_2048,87644104.89,D,KON,2022-01-01
TD_20220101_000081,cust_6330,64710101.45,D,AFG,2022-01-01
FX_20220101_000082,cust_7844,10706867.43,D,CAN,2022-01-01
FX_20220101_000083,cust_3085,26107393.73,D,JPN,2022-01-01
TD_20220101_000084,cust_0817,85857670.46,D,USA,2022-01-01
FX_20220101_000085,cust_0965,35837139.76,C,PAL,2022-01-01
FX_20220101_000086,cust_0499,73750545.65,D,CAN,2022-01-01
TD_20220101_000087,cust_7653,58033448.22,D,CHN,2022-01-01
TD_20220101_000088,cust_4369,55944830.92,D,USA,2022-01-01
TD_20220101_000089,cust_3821,33081469.38,D,IND,2022-01-01
TD_20220101_000090,cust_9705,1661482.83,C,KON,2022-01-01
FX_20220101_000091,cust_9492,94649839.62,C,AFG,2022-01-01
FX_20220101_000092,cust_4874,67492605.99,D,CAN,2022-01-01
FX_20220101_000093,cust_8893,64575276.64,D,KON,2022-01-01
TD_20220101_000094,cust_9917,39154326.64,D,CAN,2022-01-01
FX_20220101_000095,cust_5801,67633651.93,D,KON,2022-01-01
TD_20220101_000096,cust_3779,7723486.74,C,PAL,2022-01-01
TD_20220101_000097,cust_3953,23203856.45,D,KON,2022-01-01
FX_20220101_000098,cust_7972,42045076.62,D,AFG,2022-01-01
TD_20220101_000099,cust_8768,37142090.45,D,USA,2022-01-01
TD_20220101_000100,cust_4669,23031334.4,D,IND,2022-01-01
TD_20220101_000101,cust_9056,44918327.43,D,AFG,2022-01-01
TD_20220101_000102,cust_6791,84629849.92,C,PAL,2022-01-01
TD_20220101_000103,cust_9063,67238111.33,D,IND,2022-01-01
TD_20220101_000104,cust_3968,20154661.18,C,PAL,2022-01-01
FX_20220101_000105,cust_3340,25115367.76,C,IND,2022-01-01
FX_20220101_000106,cust_8737,32582562.46,C,CAN,2022-01-01
TD_20220101_000107,cust_0493,5338119.04,D,AFG,2022-01-01
FX_20220101_000108,cust_9772,73423885.98,C,KON,2022-01-01
TD_20220101_000109,cust_4613,50670781.06,C,IND,2022-01-01
TD_20220101_000110,cust_5685,9519661.22,D,CAN,2022-01-01
FX_20220101_000111,cust_3349,55655442.66,C,CHN,2022-01-01
FX_20220101_000112,cust_1409,63113560.86,D,AFG,2022-01-01
TD_20220101_000113,cust_9796,70753720.01,D,CHN,2022-01-01
TD_20220101_000114,cust_2334,38633165.55,C,USA,2022-01-01
FX_20220101_000115,cust_2668,44994972.66,C,IND,2022-01-01
FX_20220101_000116,cust_9246,77265415.35,C,USA,2022-01-01
FX_20220101_000117,cust_2455,19073153.6,C,USA,2022-01-01
TD_20220101_000118,cust_9000,22218653.13,D,IND,2022-01-01
TD_20220101_000119,cust_4543,89391911.26,C,PAL,2022-01-01
TD_20220101_000120,cust_3547,6416216.89,D,AFG,2022-01-01
FX_20220101_000121,cust_4948,68076404.39,C,KON,2022-01-01
TD_20220101_000122,cust_1832,42267489.3,C,AFG,2022-01-01
TD_20220101_000123,cust_1534,9567054.45,C,AFG,2022-01-01
FX_20220101_000124,cust_2461,45214132.84,C,CAN,2022-01-01
FX_20220101_000125,cust_1647,82028656.89,D,AFG,2022-01-01
