tran_id,cust_id,tran_ammount,tran_type,tran_country_cd,tran_date
FX_20220105_000001,cust_8480,83462093.11,C,JPN,2022-01-05
TD_20220105_000002,cust_0101,83179116.19,C,AFG,2022-01-05
TD_20220105_000003,cust_7988,32323191.17,C,USA,2022-01-05
TD_20220105_000004,cust_8676,72649424.86,C,CHN,2022-01-05
FX_20220105_000005,cust_8358,51845109.01,C,PAL,2022-01-05
FX_20220105_000006,cust_7049,17132407.51,D,AFG,2022-01-05
FX_20220105_000007,cust_3885,55666380.07,D,AFG,2022-01-05
TD_20220105_000008,cust_5252,37656657.03,D,KON,2022-01-05
TD_20220105_000009,cust_8631,84873561.62,C,USA,2022-01-05
TD_20220105_000010,cust_2764,86630812.61,C,PAL,2022-01-05
TD_20220105_000011,cust_7624,48502167.76,C,KON,2022-01-05
FX_20220105_000012,cust_9483,11991677.04,D,CHN,2022-01-05
TD_20220105_000013,cust_9077,13077847.87,C,JPN,2022-01-05
TD_20220105_000014,cust_5862,53276895.36,C,JPN,2022-01-05
FX_20220105_000015,cust_2525,7457510.28,C,AFG,2022-01-05
FX_20220105_000016,cust_6420,45347894.06,C,USA,2022-01-05
FX_20220105_000017,cust_4595,21817288.17,D,CAN,2022-01-05
TD_20220105_000018,cust_2533,8579489.77,C,CAN,2022-01-05
FX_20220105_000019,cust_3070,88249103.41,D,AFG,2022-01-05
TD_20220105_000020,cust_0974,68266533.15,C,AFG,2022-01-05
FX_20220105_000021,cust_8039,14312761.9,D,IND,2022-01-05
FX_20220105_000022,cust_8975,61624371.52,C,USA,2022-01-05
TD_20220105_000023,cust_5561,71507498.39,C,CAN,2022-01-05
TD_20220105_000024,cust_4706,19785770.78,D,USA,2022-01-05
TD_20220105_000025,cust_0382,14695807.88,D,IND,2022-01-05
FX_20220105_000026,cust_1966,6870397.22,C,IND,2022-01-05
TD_20220105_000027,cust_3439,46556381.23,C,USA,2022-01-05
FX_20220105_000028,cust_0235,39692951.34,C,CHN,2022-01-05
FX_20220105_000029,cust_0763,88150786.94,C,IND,2022-01-05
FX_20220105_000030,cust_5075,57924463.36,D,IND,2022-01-05
FX_20220105_000031,cust_1829,72919249.0,C,CHN,2022-01-05
FX_20220105_000032,cust_7548,13530774.65,C,AFG,2022-01-05
TD_20220105_000033,cust_7128,21219487.85,D,CAN,2022-01-05
TD_20220105_000034,cust_1599,67490976.16,C,AFG,2022-01-05
TD_20220105_000035,cust_4922,81925766.01,C,CHN,2022-01-05
TD_20220105_000036,cust_1707,40672609.61,C,JPN,2022-01-05
FX_20220105_000037,cust_3627,73173679.94,D,KON,2022-01-05
FX_20220105_000038,cust_1408,33295275.71,D,USA,2022-01-05
FX_20220105_000039,cust_8624,34836760.09,C,KON,2022-01-05
FX_20220105_000040,cust_8699,17121981.02,D,PAL,2022-01-05
TD_20220105_000041,cust_5582,18204822.49,D,USA,2022-01-05
TD_20220105_000042,cust_3896,93754331.88,D,CHN,2022-01-05
FX_20220105_000043,cust_3480,60331841.17,D,AFG,2022-01-05
FX_20220105_000044,cust_6400,99586930.49,C,AFG,2022-01-05
TD_20220105_000045,cust_0064,2932608.42,D,USA,2022-01-05
TD_20220105_000046,cust_3138,4116757.45,D,CAN,2022-01-05
FX_20220105_000047,cust_9889,17648371.04,D,CAN,2022-01-05
FX_20220105_000048,cust_1289,19436813.11,D,CHN,2022-01-05
TD_20220105_000049,cust_8023,27826784.73,D,CAN,2022-01-05
FX_20220105_000050,cust_5204,90979008.84,C,JPN,2022-01-05
FX_20220105_000051,cust_0963,86237999.74,C,KON,2022-01-05
FX_20220105_000052,cust_9327,5215589.03,C,USA,2022-01-05
FX_20220105_000053,cust_9907,40446032.68,D,CAN,2022-01-05
FX_20220105_000054,cust_6206,54763729.16,C,USA,2022-01-05
TD_20220105_000055,cust_8015,52357134.17,D,CHN,2022-01-05
FX_20220105_000056,cust_9231,42970108.64,C,AFG,2022-01-05
TD_20220105_000057,cust_4988,94373901.61,C,CAN,2022-01-05
FX_20220105_000058,cust_0080,13827767.16,D,AFG,2022-01-05
FX_20220105_000059,cust_4573,94410767.83,D,USA,2022-01-05
FX_20220105_000060,cust_6046,17938802.15,C,KON,2022-01-05
FX_20220105_000061,cust_7235,43271576.37,C,AFG,2022-01-05
FX_20220105_000062,cust_6069,53371794.81,D,PAL,2022-01-05
FX_20220105_000063,cust_0452,8724243.82,D,USA,2022-01-05
FX_20220105_000064,cust_2582,51378178.51,C,IND,2022-01-05
TD_20220105_000065,cust_7371,33818942.57,C,IND,2022-01-05
FX_20220105_000066,cust_9079,57007178.0,C,USA,2022-01-05
TD_20220105_000067,cust_0936,65439076.08,C,AFG,2022-01-05
FX_20220105_000068,cust_0542,7850076.17,D,IND,2022-01-05
TD_20220105_000069,cust_3877,46442974.05,C,CAN,2022-01-05
FX_20220105_000070,cust_5572,20202109.15,C,IND,2022-01-05
TD_20220105_000071,cust_9293,67202074.49,C,JPN,2022-01-05
FX_20220105_000072,cust_7912,58325998.83,C,JPN,2022-01-05
TD_20220105_000073,cust_1290,68851842.61,C,USA,2022-01-05
FX_20220105_000074,cust_6939,27218996.99,C,CHN,2022-01-05
TD_20220105_000075,cust_4117,99691759.52,C,USA,2022-01-05
TD_20220105_000076,cust_7727,67025571.39,C,CAN,2022-01-05
TD_20220105_000077,cust_5745,78401733.06,C,IND,2022-01-05
TD_20220105_000078,cust_8734,86389716.98,D,USA,2022-01-05
FX_20220105_000079,cust_1583,12485389.45,C,AFG,2022-01-05
TD_20220105_000080,cust_4854,25922803.61,D,JPN,2022-01-05
TD_20220105_000081,cust_8743,32069186.4,D,PAL,2022-01-05
TD_20220105_000082,cust_4032,48161361.92,C,KON,2022-01-05
FX_20220105_000083,cust_3130,68504002.35,C,PAL,2022-01-05
TD_20220105_000084,cust_5168,25855736.65,C,JPN,2022-01-05
FX_20220105_000085,cust_3527,97261264.15,D,USA,2022-01-05
FX_20220105_000086,cust_4294,17133397.54,C,AFG,2022-01-05
TD_20220105_000087,cust_3463,43751108.0,C,JPN,2022-01-05
TD_20220105_000088,cust_4939,32843651.27,D,CAN,2022-01-05
FX_20220105_000089,cust_2644,94445987.74,D,JPN,2022-01-05
TD_20220105_000090,cust_4507,6361005.47,D,AFG,2022-01-05
FX_20220105_000091,cust_6804,93217905.1,C,IND,2022-01-05
TD_20220105_000092,cust_6222,23424269.86,C,CHN,2022-01-05
TD_20220105_000093,cust_8360,12333243.64,D,PAL,2022-01-05
FX_20220105_000094,cust_4402,88158290.57,D,JPN,2022-01-05
TD_20220105_000095,cust_7624,96275516.45,C,CHN,2022-01-05
TD_20220105_000096,cust_3260,92211598.4,D,JPN,2022-01-05
TD_20220105_000097,cust_2611,55825345.09,D,USA,2022-01-05
FX_20220105_000098,cust_2710,10014754.13,C,KON,2022-01-05
FX_20220105_000099,cust_2840,82019306.41,C,AFG,2022-01-05
FX_20220105_000100,cust_6161,33611989.22,D,CAN,2022-01-05
FX_20220105_000101,cust_0205,27103741.85,C,JPN,2022-01-05
FX_20220105_000102,cust_3002,32739481.73,C,USA,2022-01-05
TD_20220105_000103,cust_7434,42555016.24,C,CHN,2022-01-05
FX_20220105_000104,cust_5058,74158766.89,C,AFG,2022-01-05
FX_20220105_000105,cust_7487,98985502.24,C,CHN,2022-01-05
TD_20220105_000106,cust_2408,82681600.61,C,JPN,2022-01-05
FX_20220105_000107,cust_5837,62658548.81,D,USA,2022-01-05
TD_20220105_000108,cust_9576,16182172.89,C,AFG,2022-01-05
FX_20220105_000109,cust_0710,17941364.72,C,CHN,2022-01-05
TD_20220105_000110,cust_3784,54299716.22,D,CHN,2022-01-05
FX_20220105_000111,cust_5144,15879331.13,D,USA,2022-01-05
FX_20220105_000112,cust_2344,14752920.24,D,KON,2022-01-05
FX_20220105_000113,cust_1387,86195877.05,D,KON,2022-01-05
FX_20220105_000114,cust_1617,95246886.79,D,IND,2022-01-05
TD_20220105_000115,cust_3354,74621880.84,D,KON,2022-01-05
FX_20220105_000116,cust_1007,12236845.26,C,JPN,2022-01-05
TD_20220105_000117,cust_5418,67841631.68,D,PAL,2022-01-05
TD_20220105_000118,cust_1468,43748398.01,C,IND,2022-01-05
FX_20220105_000119,cust_6955,31237640.11,D,IND,2022-01-05
FX_20220105_000120,cust_7035,35610143.45,C,CHN,2022-01-05
FX_20220105_000121,cust_1746,74227004.37,D,IND,2022-01-05
FX_20220105_000122,cust_9939,8418337.32,D,CHN,2022-01-05
FX_20220105_000123,cust_3777,15026186.67,C,KON,2022-01-05
TD_20220105_000124,cust_8796,75819534.26,C,PAL,2022-01-05
TD_20220105_000125,cust_9342,5649675.05,C,CAN,2022-01-05
TD_20220105_000126,cust_2162,24503796.88,D,CAN,2022-01-05
TD_20220105_000127,cust_1006,47292589.65,D,CAN,2022-01-05
TD_20220105_000128,cust_1108,66169482.44,D,IND,2022-01-05
FX_20220105_000129,cust_5566,42841267.91,C,KON,2022-01-05
TD_20220105_000130,cust_0495,54281354.32,D,CAN,2022-01-05
FX_20220105_000131,cust_9350,19470031.93,D,CHN,2022-01-05
TD_20220105_000132,cust_1387,19979726.77,D,CAN,2022-01-05
FX_20220105_000133,cust_2901,34096387.99,D,USA,2022-01-05
FX_20220105_000134,cust_2397,91707243.79,C,AFG,2022-01-05
TD_20220105_000135,cust_9109,87634883.49,C,JPN,2022-01-05
TD_20220105_000136,cust_6499,65647306.36,C,CHN,2022-01-05
FX_20220105_000137,cust_7968,41126934.03,D,USA,2022-01-05
TD_20220105_000138,cust_3931,46929925.24,C,PAL,2022-01-05
TD_20220105_000139,cust_4805,51622446.23,C,PAL,2022-01-05
TD_20220105_000140,cust_4488,10646291.99,D,PAL,2022-01-05
FX_20220105_000141,cust_5103,35649784.66,D,IND,2022-01-05
FX_20220105_000142,cust_5928,46715170.75,C,CHN,2022-01-05
TD_20220105_000143,cust_0717,76808154.75,C,KON,2022-01-05
TD_20220105_000144,cust_3565,15733066.29,D,KON,2022-01-05
FX_20220105_000145,cust_0360,61466488.38,C,IND,2022-01-05
TD_20220105_000146,cust_5662,90160276.32,C,USA,2022-01-05
TD_20220105_000147,cust_2743,87671300.51,D,IND,2022-01-05
TD_20220105_000148,cust_2590,57005689.81,D,USA,2022-01-05
TD_20220105_000149,cust_6006,56707275.52,C,AFG,2022-01-05
FX_20220105_000150,cust_4202,30085154.68,C,AFG,2022-01-05
FX_20220105_000151,cust_7594,42537052.85,C,CHN,2022-01-05
TD_20220105_000152,cust_3208,74945875.74,C,PAL,2022-01-05
FX_20220105_000153,cust_4813,18336784.9,D,KON,2022-01-05
TD_20220105_000154,cust_7119,34969929.28,C,CAN,2022-01-05
FX_20220105_000155,cust_8166,39397111.92,D,AFG,2022-01-05
TD_20220105_000156,cust_4871,82938488.65,C,USA,2022-01-05
FX_20220105_000157,cust_0138,28788110.4,C,USA,2022-01-05
TD_20220105_000158,cust_7500,8066202.46,D,KON,2022-01-05
TD_20220105_000159,cust_0633,53135583.67,C,JPN,2022-01-05
FX_20220105_000160,cust_2095,41488868.19,D,IND,2022-01-05
FX_20220105_000161,cust_9941,91505241.51,C,IND,2022-01-05
FX_20220105_000162,cust_4957,89845334.14,D,KON,2022-01-05
FX_20220105_000163,cust_6265,38342418.92,C,CHN,2022-01-05
TD_20220105_000164,cust_1533,73395099.47,D,CAN,2022-01-05
FX_20220105_000165,cust_1854,99149934.6,D,KON,2022-01-05
FX_20220105_000166,cust_3294,34378835.6,C,USA,2022-01-05
FX_20220105_000167,cust_2972,40094454.48,C,USA,2022-01-05
TD_20220105_000168,cust_9995,76948199.12,D,CHN,2022-01-05
FX_20220105_000169,cust_0371,26428427.31,C,IND,2022-01-05
FX_20220105_000170,cust_5924,69928449.39,D,USA,2022-01-05
FX_20220105_000171,cust_8411,75834128.07,D,AFG,2022-01-05
TD_20220105_000172,cust_6896,14804401.18,D,IND,2022-01-05
FX_20220105_000173,cust_9173,7490610.48,C,AFG,2022-01-05
TD_20220105_000174,cust_8928,92915112.22,D,CAN,2022-01-05
FX_20220105_000175,cust_3616,83623321.07,C,USA,2022-01-05
TD_20220105_000176,cust_5627,29822214.46,C,KON,2022-01-05
TD_20220105_000177,cust_1547,7511250.5,C,CAN,2022-01-05
FX_20220105_000178,cust_6549,13604939.19,D,AFG,2022-01-05
FX_20220105_000179,cust_5714,87951294.61,D,PAL,2022-01-05
FX_20220105_000180,cust_0428,74299703.89,D,CAN,2022-01-05
TD_20220105_000181,cust_6095,43008301.18,D,KON,2022-01-05
TD_20220105_000182,cust_5749,52958050.15,D,KON,2022-01-05
FX_20220105_000183,cust_2578,13964562.03,C,USA,2022-01-05
FX_20220105_000184,cust_2668,7103634.99,D,KON,2022-01-05
TD_20220105_000185,cust_6852,19363847.81,C,KON,2022-01-05
TD_20220105_000186,cust_3989,64009347.86,C,AFG,2022-01-05
TD_20220105_000187,cust_6587,43106534.04,C,CAN,2022-01-05
TD_20220105_000188,cust_1272,37779063.92,D,KON,2022-01-05
FX_20220105_000189,cust_9016,35539267.11,C,USA,2022-01-05
TD_20220105_000190,cust_1872,47825448.79,D,KON,2022-01-05
FX_20220105_000191,cust_4741,81393329.07,D,PAL,2022-01-05
TD_20220105_000192,cust_6108,99477162.19,D,PAL,2022-01-05
FX_20220105_000193,cust_6725,548149.76,D,AFG,2022-01-05
TD_20220105_000194,cust_0001,92036691.49,C,CHN,2022-01-05
TD_20220105_000195,cust_9792,63132573.58,C,USA,2022-01-05
TD_20220105_000196,cust_2604,24810860.55,D,USA,2022-01-05
FX_20220105_000197,cust_0713,22481790.66,C,KON,2022-01-05
FX_20220105_000198,cust_9026,42864540.47,D,KON,2022-01-05
TD_20220105_000199,cust_2716,59026859.99,D,PAL,2022-01-05
TD_20220105_000200,cust_2077,31692091.56,D,JPN,2022-01-05
TD_20220105_000201,cust_8928,13149770.82,D,CAN,2022-01-05
FX_20220105_000202,cust_5475,89681831.5,C,IND,2022-01-05
