tran_id,cust_id,tran_ammount,tran_type,tran_country_cd,tran_date
FX_20220101_000001,cust_9374,15252254.62,C,AFG,2022-01-01
FX_20220101_000002,cust_1938,86392406.37,C,AFG,2022-01-01
FX_20220101_000003,cust_7329,35503104.09,D,KON,2022-01-01
TD_20220101_000004,cust_4093,37763764.69,D,USA,2022-01-01
FX_20220101_000005,cust_1272,94011942.54,D,CAN,2022-01-01
FX_20220101_000006,cust_9146,36268192.98,D,CAN,2022-01-01
FX_20220101_000007,cust_5523,723092.17,D,CHN,2022-01-01
TD_20220101_000008,cust_4918,24569828.62,D,AFG,2022-01-01
FX_20220101_000009,cust_0492,2003460.1,C,KON,2022-01-01
FX_20220101_000010,cust_2937,50959353.65,C,KON,2022-01-01
TD_20220101_000011,cust_0047,3435957.86,C,AFG,2022-01-01
FX_20220101_000012,cust_2852,80953185.41,C,PAL,2022-01-01
FX_20220101_000013,cust_9621,71088083.66,C,CHN,2022-01-01
FX_20220101_000014,cust_3604,19610599.44,C,KON,2022-01-01
TD_20220101_000015,cust_7931,28810178.25,D,USA,2022-01-01
TD_20220101_000016,cust_0115,65987573.17,C,JPN,2022-01-01
TD_20220101_000017,cust_5346,65093643.06,C,CHN,2022-01-01
FX_20220101_000018,cust_3603,19212979.45,D,AFG,2022-01-01
FX_20220101_000019,cust_5209,80082384.28,D,PAL,2022-01-01
TD_20220101_000020,cust_6346,72886549.13,C,PAL,2022-01-01
FX_20220101_000021,cust_5969,50704083.61,C,CHN,2022-01-01
FX_20220101_000022,cust_9442,44051716.74,C,IND,2022-01-01
FX_20220101_000023,cust_0338,98890576.08,C,JPN,2022-01-01
TD_20220101_000024,cust_0521,31987481.6,D,CAN,2022-01-01
FX_20220101_000025,cust_2504,45911780.21,D,AFG,2022-01-01
FX_20220101_000026,cust_2360,10651026.9,D,JPN,2022-01-01
TD_20220101_000027,cust_2500,13312795.99,C,JPN,2022-01-01
FX_20220101_000028,cust_7923,33666402.72,C,USA,2022-01-01
TD_20220101_000029,cust_6283,22905614.78,D,USA,2022-01-01
FX_20220101_000030,cust_8945,57889736.36,C,CHN,2022-01-01
FX_20220101_000031,cust_3497,51688140.75,D,AFG,2022-01-01
FX_20220101_000032,cust_9675,53477468.65,D,AFG,2022-01-01
FX_20220101_000033,cust_1538,10567779.37,D,PAL,2022-01-01
TD_20220101_000034,cust_9290,6939370.09,D,CHN,2022-01-01
TD_20220101_000035,cust_9132,17723301.57,D,AFG,2022-01-01
FX_20220101_000036,cust_7285,90778341.94,D,KON,2022-01-01
TD_20220101_000037,cust_4775,44993523.59,C,PAL,2022-01-01
FX_20220101_000038,cust_2087,63616427.17,D,CHN,2022-01-01
