tran_id,cust_id,tran_ammount,tran_type,tran_country_cd,tran_date
000001,CA5856,2310168.15,D,JPN,2022-01-03
000002,CA4760,14742053.15,C,IND,2022-01-03
000003,CA2846,77493659.56,C,CAN,2022-01-03
000004,CA8132,86561803.6,D,AFG,2022-01-03
000005,CA9347,14840919.29,D,PAL,2022-01-03
000006,CA8916,69238371.42,D,PAL,2022-01-03
000007,CA2656,30733717.74,C,AFG,2022-01-03
000008,CA2154,4552139.46,C,KON,2022-01-03
000009,CA0577,30502174.92,C,IND,2022-01-03
000010,CA8402,47532577.19,D,USA,2022-01-03
000011,CA0037,58450105.18,C,USA,2022-01-03
000012,CA8797,44262533.78,C,PAL,2022-01-03
000013,CA8093,18675687.57,C,CAN,2022-01-03
000014,CA1699,53499461.15,C,JPN,2022-01-03
000015,CA4422,23517926.33,C,AFG,2022-01-03
000016,CA2957,23448851.51,D,AFG,2022-01-03
000017,CA4608,91323401.74,D,CHN,2022-01-03
000018,CA7602,2380450.63,C,CHN,2022-01-03
000019,CA4010,41807289.57,D,IND,2022-01-03
000020,CA1976,14999567.87,D,CHN,2022-01-03
000021,CA6658,70453681.12,D,CAN,2022-01-03
000022,CA1465,88198994.97,C,USA,2022-01-03
000023,CA6330,86599222.77,D,AFG,2022-01-03
000024,CA4310,19092942.01,C,CHN,2022-01-03
000025,CA4348,94409953.62,D,KON,2022-01-03
000026,CA4895,31216531.32,C,CAN,2022-01-03
000027,CA1693,55656942.33,D,IND,2022-01-03
000028,CA6429,37235537.06,D,CAN,2022-01-03
000029,CA1479,80595402.27,C,KON,2022-01-03
000030,CA1893,77552355.1,C,CAN,2022-01-03
000031,CA9229,68953270.3,C,IND,2022-01-03
000032,CA3655,88008824.35,D,JPN,2022-01-03
000033,CA4691,37462159.54,C,USA,2022-01-03
000034,CA9129,11435831.04,D,JPN,2022-01-03
000035,CA7349,26607586.38,D,IND,2022-01-03
000036,CA6598,44059536.61,D,JPN,2022-01-03
000037,CA6893,78799829.78,C,CHN,2022-01-03
000038,CA1981,15198830.66,C,AFG,2022-01-03
000039,CA5676,74100085.43,D,USA,2022-01-03
000040,CA3061,8073035.75,C,KON,2022-01-03
000041,CA3940,21351382.78,D,CAN,2022-01-03
000042,CA3311,44486604.12,D,IND,2022-01-03
000043,CA6022,75720088.74,C,JPN,2022-01-03
000044,CA4969,46824662.25,C,AFG,2022-01-03
000045,CA5305,54561501.59,D,USA,2022-01-03
000046,CA8310,37616077.68,C,KON,2022-01-03
