tran_id,cust_id,tran_ammount,tran_type,tran_country_cd,tran_date
000001,CA7644,73351419.68,C,IND,2022-01-07
000002,CA6430,31053827.67,C,JPN,2022-01-07
000003,CA3200,46313395.64,C,CHN,2022-01-07
000004,CA2488,74968241.27,D,AFG,2022-01-07
000005,CA2795,83499200.05,D,KON,2022-01-07
000006,CA1031,92675164.22,D,IND,2022-01-07
000007,CA8016,16755473.98,C,CAN,2022-01-07
000008,CA4613,68055547.02,C,KON,2022-01-07
000009,CA1639,30027520.51,C,JPN,2022-01-07
000010,CA9503,97736380.3,C,JPN,2022-01-07
000011,CA7728,41738163.82,D,CAN,2022-01-07
000012,CA3890,97892720.41,C,IND,2022-01-07
000013,CA2712,2617084.12,D,KON,2022-01-07
000014,CA8778,6110616.75,D,IND,2022-01-07
000015,CA3402,56746357.24,D,JPN,2022-01-07
000016,CA6556,70282580.08,C,AFG,2022-01-07
000017,CA9091,77185298.68,D,IND,2022-01-07
000018,CA3873,88974900.29,C,KON,2022-01-07
000019,CA4497,62622867.69,C,KON,2022-01-07
000020,CA2283,38117652.32,C,CAN,2022-01-07
000021,CA9233,77498244.61,C,JPN,2022-01-07
000022,CA5054,49941968.47,C,KON,2022-01-07
000023,CA3853,8101296.74,C,USA,2022-01-07
000024,CA8286,41516913.52,D,IND,2022-01-07
000025,CA2001,6306890.76,D,KON,2022-01-07
000026,CA0154,38932429.75,C,CAN,2022-01-07
000027,CA0097,76772742.73,C,CHN,2022-01-07
000028,CA1108,16888270.38,C,AFG,2022-01-07
000029,CA9944,5461061.19,D,PAL,2022-01-07
000030,CA7634,85861368.53,C,JPN,2022-01-07
000031,CA2017,56856534.28,D,PAL,2022-01-07
000032,CA2557,30874484.97,C,IND,2022-01-07
000033,CA2055,92752791.17,C,JPN,2022-01-07
000034,CA1815,5584270.21,C,KON,2022-01-07
000035,CA2003,32538401.99,D,IND,2022-01-07
000036,CA5175,18898997.03,D,IND,2022-01-07
000037,CA0603,62027353.86,D,CHN,2022-01-07
000038,CA1148,58715412.46,C,USA,2022-01-07
000039,CA8940,13948362.18,C,AFG,2022-01-07
000040,CA2431,37044602.65,C,USA,2022-01-07
000041,CA5667,75967162.73,C,JPN,2022-01-07
000042,CA2478,11529124.63,D,PAL,2022-01-07
000043,CA5489,89870375.89,C,USA,2022-01-07
000044,CA0609,83469389.35,D,JPN,2022-01-07
000045,CA7514,8470685.13,D,AFG,2022-01-07
000046,CA5019,3878057.62,C,USA,2022-01-07
000047,CA1349,89240110.17,D,CHN,2022-01-07
000048,CA1214,22295544.88,C,IND,2022-01-07
000049,CA0496,14451135.74,C,CHN,2022-01-07
000050,CA0394,50942595.16,D,IND,2022-01-07
000051,CA5581,12071060.07,C,PAL,2022-01-07
000052,CA1418,61620275.25,C,USA,2022-01-07
000053,CA0922,79119745.94,D,CAN,2022-01-07
000054,CA7936,49746731.19,D,CHN,2022-01-07
000055,CA5221,25985784.16,C,USA,2022-01-07
000056,CA6825,67087312.3,C,AFG,2022-01-07
000057,CA4396,97159831.24,C,PAL,2022-01-07
000058,CA7219,63998962.46,C,CAN,2022-01-07
000059,CA6632,58630436.99,C,USA,2022-01-07
000060,CA3717,47212202.05,D,CHN,2022-01-07
000061,CA8551,27784436.27,C,USA,2022-01-07
000062,CA3419,22440599.3,D,AFG,2022-01-07
000063,CA4763,25776880.97,D,AFG,2022-01-07
000064,CA8372,41397518.04,D,CHN,2022-01-07
000065,CA6865,5320818.56,D,JPN,2022-01-07
000066,CA6328,51540067.38,D,USA,2022-01-07
000067,CA2332,22306923.87,C,AFG,2022-01-07
000068,CA2561,97222284.29,C,KON,2022-01-07
000069,CA5893,98497206.03,C,USA,2022-01-07
000070,CA3547,23960776.29,C,CAN,2022-01-07
000071,CA4961,97617503.06,D,AFG,2022-01-07
000072,CA7025,15080066.09,D,AFG,2022-01-07
000073,CA3646,56609042.56,C,CAN,2022-01-07
000074,CA9685,30894116.87,C,JPN,2022-01-07
000075,CA3310,43156624.21,D,AFG,2022-01-07
000076,CA7021,24903379.32,D,CHN,2022-01-07
000077,CA7276,6561081.45,C,CAN,2022-01-07
000078,CA7294,61314115.61,D,IND,2022-01-07
000079,CA4228,85726270.0,D,AFG,2022-01-07
000080,CA2263,8707239.87,C,CHN,2022-01-07
000081,CA3432,37534063.18,D,IND,2022-01-07
000082,CA9610,23459665.18,D,AFG,2022-01-07
000083,CA3072,43748985.58,C,CHN,2022-01-07
000084,CA8311,56113150.8,D,USA,2022-01-07
000085,CA4822,78808149.55,C,CAN,2022-01-07
000086,CA5661,11531234.49,D,IND,2022-01-07
000087,CA0929,81813704.87,D,PAL,2022-01-07
000088,CA6932,36927692.24,C,PAL,2022-01-07
000089,CA5088,34778633.48,D,KON,2022-01-07
000090,CA7393,31922096.21,C,USA,2022-01-07
000091,CA9872,1829981.5,D,KON,2022-01-07
000092,CA9872,44201881.59,D,PAL,2022-01-07
000093,CA3487,27219270.78,C,USA,2022-01-07
000094,CA8892,40041231.66,C,KON,2022-01-07
000095,CA7330,96672420.16,C,IND,2022-01-07
000096,CA6909,59891416.98,C,KON,2022-01-07
000097,CA7836,84856550.59,D,CHN,2022-01-07
000098,CA1432,58268968.75,D,AFG,2022-01-07
000099,CA5179,61563392.38,C,CAN,2022-01-07
000100,CA3086,73331237.26,D,JPN,2022-01-07
000101,CA6208,41598445.46,C,USA,2022-01-07
000102,CA4762,78885228.09,D,AFG,2022-01-07
000103,CA7532,7109202.96,D,USA,2022-01-07
000104,CA2796,3555731.4,C,JPN,2022-01-07
000105,CA1406,76354503.6,C,CAN,2022-01-07
000106,CA4959,1039506.57,C,AFG,2022-01-07
000107,CA0232,25079245.97,C,CHN,2022-01-07
000108,CA5989,86792557.39,C,CAN,2022-01-07
000109,CA4158,22661448.13,D,PAL,2022-01-07
000110,CA5728,655106.93,C,AFG,2022-01-07
000111,CA8713,40075477.08,D,KON,2022-01-07
000112,CA3750,6894735.33,C,AFG,2022-01-07
000113,CA0901,90915093.49,D,AFG,2022-01-07
000114,CA6898,50956512.18,D,CAN,2022-01-07
000115,CA6328,71035660.81,D,PAL,2022-01-07
000116,CA0677,41474102.73,D,IND,2022-01-07
000117,CA9933,13938038.62,C,USA,2022-01-07
000118,CA5080,89626114.27,D,IND,2022-01-07
000119,CA2266,5555878.42,D,KON,2022-01-07
000120,CA0427,69366250.62,D,USA,2022-01-07
000121,CA2699,34343638.02,D,CAN,2022-01-07
000122,CA8088,95017026.46,C,KON,2022-01-07
000123,CA0723,38747235.73,D,CAN,2022-01-07
000124,CA9517,21854996.69,C,PAL,2022-01-07
000125,CA5352,58056617.09,C,USA,2022-01-07
000126,CA7320,69567793.36,D,KON,2022-01-07
000127,CA1546,29892068.58,D,CAN,2022-01-07
000128,CA3110,53500336.48,D,IND,2022-01-07
000129,CA1282,34874623.57,C,IND,2022-01-07
000130,CA0640,98385869.99,C,CHN,2022-01-07
000131,CA5805,87366231.57,C,CHN,2022-01-07
000132,CA2254,50969651.51,D,PAL,2022-01-07
000133,CA4602,18592609.93,D,PAL,2022-01-07
000134,CA9674,36564127.91,C,USA,2022-01-07
000135,CA1672,39556510.1,D,CAN,2022-01-07
000136,CA4149,59413679.79,D,CAN,2022-01-07
000137,CA0404,22411487.08,C,CHN,2022-01-07
000138,CA5886,91333676.38,D,IND,2022-01-07
000139,CA3465,56846260.06,C,PAL,2022-01-07
000140,CA1820,98795269.79,D,CAN,2022-01-07
000141,CA4312,23517838.24,D,USA,2022-01-07
000142,CA6496,17628049.03,D,KON,2022-01-07
000143,CA3940,72340483.31,C,CAN,2022-01-07
000144,CA5404,78791976.84,D,JPN,2022-01-07
000145,CA7417,14933643.79,C,AFG,2022-01-07
000146,CA3508,40476579.23,C,AFG,2022-01-07
000147,CA0439,49174494.35,D,IND,2022-01-07
000148,CA8775,50115413.25,D,PAL,2022-01-07
000149,CA7211,8612704.11,D,CAN,2022-01-07
000150,CA7785,95568707.97,D,CAN,2022-01-07
000151,CA1830,56368554.79,D,JPN,2022-01-07
000152,CA9777,10101749.39,C,CHN,2022-01-07
000153,CA8970,63350270.42,C,IND,2022-01-07
000154,CA1608,18636476.14,C,PAL,2022-01-07
000155,CA4424,12342779.92,C,CHN,2022-01-07
000156,CA5747,48497964.11,C,IND,2022-01-07
000157,CA8302,4500050.2,D,PAL,2022-01-07
000158,CA5608,98132302.96,C,IND,2022-01-07
000159,CA8437,17843914.11,D,USA,2022-01-07
000160,CA0712,68558516.25,C,KON,2022-01-07
000161,CA9614,89066124.02,D,JPN,2022-01-07
000162,CA2993,73065054.75,C,JPN,2022-01-07
000163,CA4757,71470332.1,C,CHN,2022-01-07
000164,CA0725,7099061.75,C,IND,2022-01-07
000165,CA7491,92307328.43,D,CHN,2022-01-07
000166,CA5017,58617292.02,D,JPN,2022-01-07
000167,CA4053,15542084.55,C,USA,2022-01-07
000168,CA0539,27416643.3,C,AFG,2022-01-07
000169,CA5324,57013626.03,C,USA,2022-01-07
000170,CA0080,91675418.95,C,PAL,2022-01-07
000171,CA5540,29248694.85,D,USA,2022-01-07
000172,CA9834,2952464.47,D,CHN,2022-01-07
000173,CA0509,34282147.25,C,CAN,2022-01-07
000174,CA3632,28128074.71,C,PAL,2022-01-07
000175,CA0551,23823101.2,C,USA,2022-01-07
000176,CA4976,1340380.49,D,PAL,2022-01-07
000177,CA3569,7785049.04,D,PAL,2022-01-07
000178,CA1021,33229903.12,D,CAN,2022-01-07
000179,CA6594,71592263.52,D,IND,2022-01-07
000180,CA7306,29053575.01,C,USA,2022-01-07
000181,CA5886,67700981.95,C,CAN,2022-01-07
000182,CA4417,50435926.65,D,CAN,2022-01-07
000183,CA6077,23807404.54,D,JPN,2022-01-07
000184,CA3440,22984865.45,C,PAL,2022-01-07
000185,CA8145,34741960.53,D,KON,2022-01-07
000186,CA3699,35347394.84,D,CHN,2022-01-07
000187,CA1942,65476087.93,C,AFG,2022-01-07
000188,CA4261,92647622.19,C,CAN,2022-01-07
000189,CA4381,45050285.7,C,CHN,2022-01-07
000190,CA6851,73263629.73,D,PAL,2022-01-07
000191,CA4734,60081593.78,C,KON,2022-01-07
000192,CA3056,65570573.34,D,PAL,2022-01-07
000193,CA6094,50153770.99,C,PAL,2022-01-07
000194,CA7742,11462102.25,C,USA,2022-01-07
000195,CA3454,86591024.37,C,AFG,2022-01-07
000196,CA8332,87957093.16,D,USA,2022-01-07
000197,CA9457,91353364.43,D,PAL,2022-01-07
000198,CA1867,87779513.66,D,USA,2022-01-07
000199,CA8111,66566111.45,D,JPN,2022-01-07
000200,CA1026,22715145.29,D,KON,2022-01-07
000201,CA6710,64558293.02,C,JPN,2022-01-07
000202,CA0932,17643240.77,C,AFG,2022-01-07
000203,CA2876,92930356.29,C,CHN,2022-01-07
000204,CA3864,10417636.06,C,AFG,2022-01-07
000205,CA4313,76838618.79,D,CAN,2022-01-07
000206,CA4705,53185146.99,D,AFG,2022-01-07
000207,CA5428,75367688.07,D,CAN,2022-01-07
000208,CA1032,72973720.56,D,AFG,2022-01-07
000209,CA5117,39049181.87,C,CHN,2022-01-07
000210,CA2891,89482445.33,C,CHN,2022-01-07
000211,CA0664,38181437.28,C,CHN,2022-01-07
000212,CA0372,63573515.48,D,JPN,2022-01-07
000213,CA3560,26729997.08,C,IND,2022-01-07
000214,CA5703,44124178.74,C,USA,2022-01-07
000215,CA1141,73822365.41,D,USA,2022-01-07
000216,CA3405,17548439.29,D,CHN,2022-01-07
000217,CA4310,96619121.51,C,USA,2022-01-07
000218,CA3737,61754138.15,C,KON,2022-01-07
000219,CA6504,21097561.85,D,CHN,2022-01-07
000220,CA9792,48810476.18,D,AFG,2022-01-07
000221,CA0267,54111227.8,C,IND,2022-01-07
000222,CA6152,21412772.06,D,PAL,2022-01-07
000223,CA6434,41787046.95,C,CHN,2022-01-07
000224,CA2177,80316024.33,C,KON,2022-01-07
000225,CA2395,96515325.34,D,CAN,2022-01-07
000226,CA3473,14106555.84,C,KON,2022-01-07
000227,CA5031,84250730.94,D,AFG,2022-01-07
000228,CA2480,44378774.87,D,USA,2022-01-07
000229,CA8730,91652724.66,D,CAN,2022-01-07
000230,CA4834,34271922.63,C,IND,2022-01-07
000231,CA1519,99271658.42,C,CHN,2022-01-07
000232,CA1741,23109241.89,C,AFG,2022-01-07
000233,CA3586,77983816.5,C,AFG,2022-01-07
000234,CA4081,87510902.62,D,JPN,2022-01-07
000235,CA4876,70904979.78,D,USA,2022-01-07
000236,CA8118,78163684.88,C,IND,2022-01-07
000237,CA5897,34084946.26,C,CAN,2022-01-07
000238,CA7339,75071950.06,D,JPN,2022-01-07
000239,CA6211,87223544.47,D,CAN,2022-01-07
000240,CA7467,37690333.62,D,AFG,2022-01-07
000241,CA1187,54634258.05,C,PAL,2022-01-07
000242,CA4984,56837897.43,D,PAL,2022-01-07
000243,CA4339,8116681.68,C,JPN,2022-01-07
000244,CA6185,35479383.2,C,AFG,2022-01-07
000245,CA7726,52875033.74,D,KON,2022-01-07
000246,CA4867,73617483.73,D,KON,2022-01-07
000247,CA2031,52760074.12,C,CAN,2022-01-07
000248,CA2767,3353740.12,D,JPN,2022-01-07
000249,CA1052,35046438.45,D,PAL,2022-01-07
000250,CA5578,71371941.78,C,CHN,2022-01-07
000251,CA7428,10587493.86,C,CHN,2022-01-07
000252,CA4285,81992454.98,C,CAN,2022-01-07
000253,CA9793,82312351.54,C,IND,2022-01-07
000254,CA5859,50659604.84,D,IND,2022-01-07
000255,CA8445,13717281.82,D,AFG,2022-01-07
000256,CA4617,5937322.66,C,PAL,2022-01-07
000257,CA7115,76571396.93,C,IND,2022-01-07
000258,CA9907,78074333.87,D,USA,2022-01-07
000259,CA2696,14757902.65,D,CAN,2022-01-07
000260,CA5216,40763233.82,D,CAN,2022-01-07
000261,CA3684,63239041.37,C,KON,2022-01-07
000262,CA4225,48653256.66,C,IND,2022-01-07
000263,CA4678,88009670.48,C,PAL,2022-01-07
000264,CA4144,52742929.14,C,AFG,2022-01-07
000265,CA9798,47602372.19,C,CHN,2022-01-07
000266,CA5789,26790658.55,D,IND,2022-01-07
000267,CA1371,52338444.84,C,AFG,2022-01-07
000268,CA7543,34507500.96,C,IND,2022-01-07
000269,CA7866,63923675.24,D,IND,2022-01-07
000270,CA1458,76092097.46,C,CHN,2022-01-07
000271,CA6632,16877843.06,C,IND,2022-01-07
000272,CA6126,96617168.59,C,JPN,2022-01-07
000273,CA2574,412856.37,D,AFG,2022-01-07
000274,CA6661,94330491.65,C,IND,2022-01-07
000275,CA3920,99112892.37,C,PAL,2022-01-07
000276,CA1446,47276416.61,D,IND,2022-01-07
000277,CA1792,14624413.92,D,KON,2022-01-07
000278,CA1433,8458159.91,C,JPN,2022-01-07
000279,CA1384,66114238.82,D,CAN,2022-01-07
000280,CA1434,18626536.51,D,CHN,2022-01-07
000281,CA0142,91667135.33,D,PAL,2022-01-07
000282,CA5599,89335869.55,C,AFG,2022-01-07
000283,CA9246,74795894.14,D,KON,2022-01-07
