tran_id,cust_id,tran_ammount,tran_type,tran_country_cd,tran_date
000001,CA2204,38574786.39,D,AFG,2022-01-05
000002,CA9414,73926300.42,D,AFG,2022-01-05
000003,CA2189,79931557.78,D,AFG,2022-01-05
000004,CA6803,36185199.21,C,AFG,2022-01-05
000005,CA1438,77189461.73,C,AFG,2022-01-05
000006,CA9663,92847630.13,C,IND,2022-01-05
000007,CA8089,91211798.95,D,CAN,2022-01-05
000008,CA4309,74938585.35,D,USA,2022-01-05
000009,CA0993,84692216.7,C,PAL,2022-01-05
000010,CA2665,3303437.25,C,JPN,2022-01-05
000011,CA7860,75857735.32,C,PAL,2022-01-05
000012,CA9697,81607273.54,D,AFG,2022-01-05
000013,CA1184,79569343.3,C,KON,2022-01-05
000014,CA2500,81716554.88,D,CHN,2022-01-05
000015,CA5383,42602386.03,D,CHN,2022-01-05
000016,CA3681,49030275.7,D,CHN,2022-01-05
000017,CA8523,12740883.13,C,JPN,2022-01-05
000018,CA8388,61378939.99,C,AFG,2022-01-05
000019,CA3260,50808884.19,C,CHN,2022-01-05
000020,CA7276,95651595.36,D,IND,2022-01-05
000021,CA3902,65062997.25,C,CHN,2022-01-05
000022,CA7127,43973987.87,D,CAN,2022-01-05
000023,CA8170,12847947.91,D,IND,2022-01-05
000024,CA3666,32249870.89,D,PAL,2022-01-05
000025,CA8670,34073493.57,C,JPN,2022-01-05
000026,CA9013,66648050.54,D,USA,2022-01-05
000027,CA8806,36033876.3,D,CAN,2022-01-05
000028,CA9184,7132658.04,C,JPN,2022-01-05
000029,CA0273,8704518.28,D,USA,2022-01-05
000030,CA2457,36113336.35,D,CHN,2022-01-05
000031,CA3980,14525001.12,C,KON,2022-01-05
000032,CA2881,83352763.05,D,PAL,2022-01-05
000033,CA2187,93133991.96,D,USA,2022-01-05
000034,CA4326,79424390.97,D,KON,2022-01-05
000035,CA4563,50812443.66,C,USA,2022-01-05
000036,CA3044,60756403.39,C,PAL,2022-01-05
000037,CA5871,53604547.55,C,USA,2022-01-05
000038,CA1542,44950621.73,D,USA,2022-01-05
000039,CA7537,66384097.95,C,USA,2022-01-05
000040,CA5552,77538876.07,D,PAL,2022-01-05
000041,CA4566,71385116.1,D,CHN,2022-01-05
000042,CA6379,8232402.5,D,CAN,2022-01-05
000043,CA4825,87077350.8,C,PAL,2022-01-05
000044,CA6244,618876.28,D,USA,2022-01-05
000045,CA8082,70751813.83,C,KON,2022-01-05
000046,CA7616,9552817.38,D,PAL,2022-01-05
000047,CA5213,82829111.77,C,CAN,2022-01-05
000048,CA2066,22223053.89,D,CAN,2022-01-05
000049,CA8022,60303567.99,C,CHN,2022-01-05
000050,CA8995,4348795.04,D,AFG,2022-01-05
000051,CA3344,98678903.68,D,JPN,2022-01-05
000052,CA2424,12518939.92,D,AFG,2022-01-05
000053,CA0016,11003884.95,D,KON,2022-01-05
000054,CA5548,92355528.36,D,JPN,2022-01-05
000055,CA4628,33216709.91,D,JPN,2022-01-05
000056,CA7196,54024171.2,C,USA,2022-01-05
000057,CA4087,82197396.03,C,CAN,2022-01-05
000058,CA1286,11625853.66,D,AFG,2022-01-05
000059,CA8016,24909908.87,D,CAN,2022-01-05
000060,CA7699,82085372.68,D,CAN,2022-01-05
000061,CA7176,10824133.1,D,CAN,2022-01-05
000062,CA3658,93930818.62,C,USA,2022-01-05
000063,CA2095,53578186.78,C,IND,2022-01-05
000064,CA3521,5163138.25,D,JPN,2022-01-05
000065,CA5012,11261389.31,C,CAN,2022-01-05
000066,CA7486,44155224.14,C,USA,2022-01-05
000067,CA9400,81161436.48,D,CAN,2022-01-05
000068,CA1036,52636071.93,D,JPN,2022-01-05
000069,CA8401,85477681.44,D,JPN,2022-01-05
000070,CA7320,45317820.53,C,JPN,2022-01-05
000071,CA4460,12794259.56,C,CAN,2022-01-05
000072,CA4893,38814996.89,C,USA,2022-01-05
000073,CA4311,77630150.86,C,KON,2022-01-05
000074,CA0163,65109091.83,C,KON,2022-01-05
000075,CA2255,94650130.65,C,KON,2022-01-05
000076,CA5739,42822399.72,C,KON,2022-01-05
000077,CA1943,25531170.97,C,KON,2022-01-05
000078,CA7726,6391625.5,D,JPN,2022-01-05
000079,CA9432,56591257.69,D,AFG,2022-01-05
000080,CA3224,81215998.36,C,CHN,2022-01-05
000081,CA5593,68242167.62,C,USA,2022-01-05
000082,CA0455,95568422.38,C,IND,2022-01-05
000083,CA8260,3828689.53,D,JPN,2022-01-05
000084,CA6743,33932053.75,D,IND,2022-01-05
000085,CA7175,32607568.43,C,CAN,2022-01-05
000086,CA9118,95923306.79,C,JPN,2022-01-05
000087,CA1465,46244694.85,D,IND,2022-01-05
000088,CA2951,32655022.14,C,PAL,2022-01-05
000089,CA4663,12324445.69,C,USA,2022-01-05
000090,CA5670,9754887.93,D,JPN,2022-01-05
000091,CA4434,26088668.6,C,USA,2022-01-05
000092,CA8590,16038472.98,D,PAL,2022-01-05
000093,CA0649,38200340.12,C,KON,2022-01-05
000094,CA2766,65119015.63,D,CHN,2022-01-05
000095,CA4593,68112451.36,D,AFG,2022-01-05
000096,CA0210,18315983.04,C,CHN,2022-01-05
000097,CA3995,83262425.56,C,AFG,2022-01-05
000098,CA6152,22312786.59,D,KON,2022-01-05
000099,CA0906,74559170.07,C,KON,2022-01-05
000100,CA6354,91258847.78,D,CAN,2022-01-05
000101,CA3182,8736935.66,C,JPN,2022-01-05
000102,CA5401,51375807.65,D,USA,2022-01-05
000103,CA3663,36664873.09,C,KON,2022-01-05
000104,CA3669,80808581.9,D,USA,2022-01-05
000105,CA7685,36905425.98,D,IND,2022-01-05
000106,CA0300,70864781.52,C,IND,2022-01-05
000107,CA1878,84006491.37,C,USA,2022-01-05
000108,CA5905,84693724.49,C,JPN,2022-01-05
000109,CA6037,54249447.59,C,USA,2022-01-05
000110,CA9069,49121493.32,D,KON,2022-01-05
000111,CA7140,36802364.47,D,PAL,2022-01-05
000112,CA7521,52807477.63,D,CAN,2022-01-05
000113,CA8184,72545216.1,C,CHN,2022-01-05
000114,CA8500,17115677.47,C,PAL,2022-01-05
000115,CA9230,34944263.26,C,USA,2022-01-05
000116,CA6403,58247269.39,D,CAN,2022-01-05
000117,CA3053,66601314.71,D,AFG,2022-01-05
000118,CA1598,38507189.94,C,CAN,2022-01-05
000119,CA4451,75530475.74,D,IND,2022-01-05
000120,CA0867,93331662.82,C,CAN,2022-01-05
000121,CA3736,23473841.17,C,PAL,2022-01-05
000122,CA8426,75293245.85,D,KON,2022-01-05
000123,CA6096,98925320.74,D,USA,2022-01-05
000124,CA5127,57455361.66,D,JPN,2022-01-05
000125,CA4970,66716622.26,D,JPN,2022-01-05
000126,CA0633,10318109.28,D,KON,2022-01-05
000127,CA3632,84243628.25,D,CHN,2022-01-05
000128,CA2737,38525136.74,D,AFG,2022-01-05
000129,CA0357,13845900.17,D,CAN,2022-01-05
000130,CA5669,26825100.3,C,CAN,2022-01-05
000131,CA6333,54480892.37,C,JPN,2022-01-05
000132,CA5652,15855922.94,C,KON,2022-01-05
