tran_id,cust_id,tran_ammount,tran_type,tran_country_cd,tran_date
000001,CA5634,70509001.78,C,USA,2022-01-04
000002,CA7845,27015607.16,D,CHN,2022-01-04
000003,CA9911,20414598.72,C,PAL,2022-01-04
000004,CA3689,20594247.73,D,CHN,2022-01-04
000005,CA0520,25905556.53,D,AFG,2022-01-04
000006,CA4427,45887522.43,C,PAL,2022-01-04
000007,CA1605,19427527.67,C,JPN,2022-01-04
000008,CA6311,43051525.55,C,CAN,2022-01-04
000009,CA0855,54973968.19,D,KON,2022-01-04
000010,CA6953,86857644.96,C,PAL,2022-01-04
000011,CA0052,70368523.36,C,KON,2022-01-04
000012,CA1904,70098456.07,D,PAL,2022-01-04
000013,CA4987,72025724.17,D,AFG,2022-01-04
000014,CA2384,62607915.19,D,IND,2022-01-04
000015,CA4600,80318577.42,C,PAL,2022-01-04
000016,CA2523,30024721.52,C,KON,2022-01-04
000017,CA0846,38185133.19,D,KON,2022-01-04
000018,CA0982,84254782.76,D,CAN,2022-01-04
000019,CA0889,42997779.36,D,CHN,2022-01-04
000020,CA1615,65670015.2,D,PAL,2022-01-04
000021,CA3565,44866877.91,D,USA,2022-01-04
000022,CA1216,71200375.63,C,JPN,2022-01-04
000023,CA0158,28033758.71,C,CAN,2022-01-04
000024,CA8510,37353865.98,C,AFG,2022-01-04
000025,CA2667,79972656.02,C,KON,2022-01-04
000026,CA7710,23722280.39,D,CHN,2022-01-04
000027,CA0956,87643119.98,C,USA,2022-01-04
000028,CA2556,40926222.1,D,PAL,2022-01-04
000029,CA0902,58856726.87,C,KON,2022-01-04
000030,CA3794,36752639.26,D,CHN,2022-01-04
000031,CA8784,38315961.08,D,AFG,2022-01-04
000032,CA0597,41337964.73,D,IND,2022-01-04
000033,CA1098,65840114.12,C,AFG,2022-01-04
000034,CA7756,81241774.74,C,AFG,2022-01-04
000035,CA5171,49449728.13,D,KON,2022-01-04
000036,CA7139,2718840.34,C,USA,2022-01-04
000037,CA8630,22106197.86,C,CHN,2022-01-04
000038,CA0525,84579808.85,C,KON,2022-01-04
000039,CA8049,58440051.04,C,AFG,2022-01-04
000040,CA6024,59706797.81,C,KON,2022-01-04
000041,CA7967,89532928.83,C,JPN,2022-01-04
000042,CA9965,24339288.95,D,CHN,2022-01-04
000043,CA1548,38132303.64,D,AFG,2022-01-04
000044,CA7352,82294755.8,C,IND,2022-01-04
000045,CA8699,61685626.55,D,PAL,2022-01-04
000046,CA1153,76012420.59,C,JPN,2022-01-04
000047,CA2620,49321125.36,D,KON,2022-01-04
000048,CA3580,57261178.88,C,AFG,2022-01-04
000049,CA6301,33313980.5,C,CAN,2022-01-04
000050,CA7510,35884494.69,D,KON,2022-01-04
000051,CA2690,15597597.38,D,AFG,2022-01-04
000052,CA0483,32512505.89,C,USA,2022-01-04
000053,CA6647,44276848.31,C,IND,2022-01-04
000054,CA3135,72042555.45,C,CHN,2022-01-04
000055,CA7881,82104582.04,C,CHN,2022-01-04
000056,CA6643,69624459.39,D,CHN,2022-01-04
000057,CA3054,27725794.95,C,CHN,2022-01-04
000058,CA3493,71512860.17,C,KON,2022-01-04
000059,CA0615,94987242.65,D,AFG,2022-01-04
000060,CA6085,66233990.72,C,CHN,2022-01-04
000061,CA7107,96212868.16,C,JPN,2022-01-04
000062,CA5081,13778567.88,C,KON,2022-01-04
000063,CA5962,26764509.09,C,CHN,2022-01-04
000064,CA5915,71838749.16,D,AFG,2022-01-04
000065,CA4963,5295524.28,D,AFG,2022-01-04
000066,CA1433,31832976.28,C,CAN,2022-01-04
000067,CA3602,13256766.17,D,USA,2022-01-04
000068,CA0857,17339356.86,D,CHN,2022-01-04
000069,CA5015,67713870.14,C,KON,2022-01-04
000070,CA6950,45083824.41,D,IND,2022-01-04
000071,CA3410,36290923.98,C,IND,2022-01-04
000072,CA8595,12360742.27,C,PAL,2022-01-04
000073,CA8638,4685202.1,C,USA,2022-01-04
000074,CA9348,38757233.69,D,USA,2022-01-04
000075,CA1880,62219108.28,D,CAN,2022-01-04
000076,CA7394,33370453.68,D,JPN,2022-01-04
000077,CA5721,23784753.12,C,JPN,2022-01-04
000078,CA1294,87733417.29,C,KON,2022-01-04
000079,CA7910,15615645.54,D,CHN,2022-01-04
000080,CA5913,1449887.53,C,JPN,2022-01-04
000081,CA4869,92003250.88,D,CHN,2022-01-04
000082,CA0825,25137685.57,D,JPN,2022-01-04
000083,CA6676,97314756.65,D,KON,2022-01-04
000084,CA9072,80338598.75,C,AFG,2022-01-04
000085,CA0906,19300061.44,C,KON,2022-01-04
000086,CA6386,74246312.38,C,JPN,2022-01-04
000087,CA4136,1183361.83,C,USA,2022-01-04
000088,CA7987,54439211.59,D,JPN,2022-01-04
000089,CA2103,25228973.33,D,CAN,2022-01-04
000090,CA1571,61287580.68,D,USA,2022-01-04
000091,CA2537,76510896.63,D,KON,2022-01-04
000092,CA2884,79018195.23,C,IND,2022-01-04
000093,CA5740,81014302.12,D,AFG,2022-01-04
000094,CA8679,13718221.93,C,CHN,2022-01-04
000095,CA1374,46260470.25,D,JPN,2022-01-04
000096,CA0312,43219260.59,C,CHN,2022-01-04
000097,CA2846,81709397.52,D,CHN,2022-01-04
000098,CA9712,9910695.14,D,AFG,2022-01-04
000099,CA1547,81496211.69,D,PAL,2022-01-04
000100,CA9023,82056019.84,D,PAL,2022-01-04
000101,CA3932,63776090.87,C,AFG,2022-01-04
000102,CA3802,26776536.97,C,IND,2022-01-04
000103,CA1892,43360732.44,D,AFG,2022-01-04
000104,CA1587,32200722.22,C,IND,2022-01-04
000105,CA1038,59580043.48,D,CHN,2022-01-04
000106,CA8864,23229571.39,D,CHN,2022-01-04
000107,CA6591,77832734.69,D,JPN,2022-01-04
000108,CA7199,29690407.83,C,PAL,2022-01-04
000109,CA6847,74564340.49,D,USA,2022-01-04
000110,CA9899,71928133.53,D,CHN,2022-01-04
000111,CA5786,19761795.83,D,IND,2022-01-04
000112,CA0765,56897278.31,C,CAN,2022-01-04
000113,CA0919,11892219.65,C,AFG,2022-01-04
000114,CA6863,11757799.04,C,PAL,2022-01-04
000115,CA7873,68995640.69,C,IND,2022-01-04
000116,CA4727,15151713.16,D,CHN,2022-01-04
000117,CA4436,84662814.7,C,AFG,2022-01-04
000118,CA9846,71862770.34,C,CHN,2022-01-04
000119,CA9733,22211208.7,D,KON,2022-01-04
000120,CA8645,58267613.83,C,JPN,2022-01-04
000121,CA7424,51053883.47,C,KON,2022-01-04
000122,CA9797,25745546.93,C,IND,2022-01-04
000123,CA2665,47714685.13,C,KON,2022-01-04
000124,CA6994,64640916.14,D,JPN,2022-01-04
000125,CA6372,15275734.28,C,PAL,2022-01-04
000126,CA5140,45905070.72,D,PAL,2022-01-04
000127,CA4606,41439825.9,C,CAN,2022-01-04
000128,CA1208,51819191.52,D,AFG,2022-01-04
000129,CA4664,45358493.64,D,JPN,2022-01-04
000130,CA6709,48290254.12,C,CAN,2022-01-04
000131,CA7192,75581220.42,D,KON,2022-01-04
000132,CA4358,63411350.55,C,CHN,2022-01-04
000133,CA0991,89583881.1,C,KON,2022-01-04
000134,CA5090,14365057.27,C,CHN,2022-01-04
000135,CA2340,41692570.08,D,USA,2022-01-04
000136,CA7640,6876503.8,C,CAN,2022-01-04
000137,CA0266,77542324.53,D,AFG,2022-01-04
000138,CA4703,3955658.5,D,AFG,2022-01-04
000139,CA5149,69000774.06,C,AFG,2022-01-04
000140,CA0885,2889170.1,D,USA,2022-01-04
000141,CA5611,66570783.14,C,JPN,2022-01-04
000142,CA2292,68937510.29,D,IND,2022-01-04
000143,CA0553,98350537.35,D,AFG,2022-01-04
000144,CA1930,79011350.05,C,JPN,2022-01-04
000145,CA4822,61050008.58,C,AFG,2022-01-04
000146,CA2590,23852291.15,C,CAN,2022-01-04
000147,CA0518,56404774.06,D,USA,2022-01-04
000148,CA3911,53509117.33,C,AFG,2022-01-04
000149,CA2014,27235063.99,D,IND,2022-01-04
000150,CA1227,8556881.45,C,IND,2022-01-04
000151,CA6953,63555663.8,D,PAL,2022-01-04
000152,CA4472,75928836.12,C,PAL,2022-01-04
000153,CA3071,85292097.01,C,JPN,2022-01-04
000154,CA0737,48853381.5,D,CHN,2022-01-04
000155,CA3015,55478925.62,D,KON,2022-01-04
000156,CA5022,75980578.0,C,KON,2022-01-04
000157,CA9784,55364633.12,C,USA,2022-01-04
000158,CA9396,69379604.82,C,AFG,2022-01-04
000159,CA3804,71636964.24,D,CAN,2022-01-04
000160,CA2367,22942152.73,D,IND,2022-01-04
000161,CA5590,48348784.79,C,IND,2022-01-04
000162,CA5928,13828611.09,C,JPN,2022-01-04
000163,CA2830,3228690.61,C,IND,2022-01-04
000164,CA1078,11778948.01,C,PAL,2022-01-04
000165,CA5192,23394287.37,C,JPN,2022-01-04
000166,CA8081,15566167.2,D,USA,2022-01-04
000167,CA0650,68745857.29,C,KON,2022-01-04
000168,CA9741,41794007.32,C,CHN,2022-01-04
000169,CA9722,1337012.26,C,CHN,2022-01-04
000170,CA8342,24174324.68,D,KON,2022-01-04
000171,CA6544,25910851.33,C,PAL,2022-01-04
000172,CA1476,62577482.96,C,AFG,2022-01-04
000173,CA0908,85229576.58,D,AFG,2022-01-04
000174,CA0692,38405635.14,D,USA,2022-01-04
000175,CA1875,99156559.91,C,KON,2022-01-04
000176,CA7642,31294777.86,D,PAL,2022-01-04
000177,CA6225,80531468.86,C,PAL,2022-01-04
000178,CA3679,36739033.84,C,KON,2022-01-04
000179,CA6687,23418218.89,C,KON,2022-01-04
000180,CA1529,34728954.19,C,JPN,2022-01-04
000181,CA3734,34297144.43,C,IND,2022-01-04
000182,CA0234,85599670.9,D,IND,2022-01-04
000183,CA3023,98152947.73,D,USA,2022-01-04
000184,CA8894,77038692.12,C,CAN,2022-01-04
000185,CA0857,19905982.83,C,AFG,2022-01-04
000186,CA3051,51482.6,C,PAL,2022-01-04
000187,CA7943,2914642.52,C,CAN,2022-01-04
000188,CA4661,49078340.11,D,AFG,2022-01-04
000189,CA4361,57533092.16,D,IND,2022-01-04
000190,CA8657,54619221.24,D,CHN,2022-01-04
000191,CA9455,43651234.9,D,CHN,2022-01-04
000192,CA9790,73735374.68,C,CAN,2022-01-04
000193,CA7930,21282176.14,C,AFG,2022-01-04
000194,CA8115,43006937.43,C,JPN,2022-01-04
000195,CA4428,82451096.31,D,JPN,2022-01-04
000196,CA6435,41275823.55,C,CHN,2022-01-04
000197,CA4265,90390201.0,C,KON,2022-01-04
000198,CA6755,34916325.03,C,KON,2022-01-04
000199,CA0149,41370505.57,D,PAL,2022-01-04
000200,CA4874,17245976.41,C,KON,2022-01-04
000201,CA4028,58302350.73,C,KON,2022-01-04
000202,CA1583,93958145.68,D,KON,2022-01-04
000203,CA2052,92415038.84,C,CHN,2022-01-04
000204,CA9639,79852469.79,C,IND,2022-01-04
000205,CA5209,20641208.63,C,AFG,2022-01-04
000206,CA7127,93240753.87,D,KON,2022-01-04
000207,CA2689,90456834.3,D,JPN,2022-01-04
000208,CA4267,50826831.36,D,KON,2022-01-04
000209,CA8210,79818491.91,C,AFG,2022-01-04
000210,CA7826,78082231.75,C,JPN,2022-01-04
000211,CA4884,36407738.69,D,CAN,2022-01-04
000212,CA7270,73396236.71,C,PAL,2022-01-04
000213,CA2792,37074490.23,D,CHN,2022-01-04
000214,CA5787,50512476.36,D,CAN,2022-01-04
000215,CA0652,24403287.98,D,AFG,2022-01-04
000216,CA5561,25439239.64,C,AFG,2022-01-04
000217,CA8930,98034189.96,C,AFG,2022-01-04
000218,CA6651,71678526.79,D,AFG,2022-01-04
000219,CA9996,81962831.34,C,PAL,2022-01-04
000220,CA5478,8793391.13,D,USA,2022-01-04
000221,CA8242,82387585.69,D,KON,2022-01-04
000222,CA8397,14927976.81,C,IND,2022-01-04
000223,CA1554,79789633.21,D,USA,2022-01-04
000224,CA7122,35927900.98,C,AFG,2022-01-04
000225,CA9329,31289214.88,D,CHN,2022-01-04
