orderid,brand_name,product_name,sales_ammount,sales_date
0000001,Nokia,Nk320,742.27,2023-02-01
0000002,Samsung,galaxy12,522.03,2023-02-01
0000003,Apple,IpadMax,838.38,2023-02-01
0000004,Nokia,Nk500,328.91,2023-02-01
0000005,Nokia,Nk400,369.46,2023-02-01
0000006,Apple,Macbook512,217.17,2023-02-01
0000007,Apple,IpadMini,383.17,2023-02-01
0000008,Apple,iphone12,443.23,2023-02-01
0000009,Apple,IpadMini,792.35,2023-02-01
0000010,Nokia,Nk320,734.96,2023-02-01
0000011,Apple,iphone12,198.4,2023-02-01
0000012,Samsung,galaxy12,300.67,2023-02-01
0000013,Apple,IpadMini,706.28,2023-02-01
0000014,Apple,iphone12,395.59,2023-02-01
0000015,Nokia,Nk500,622.99,2023-02-01
0000016,Apple,iphoneSE,403.2,2023-02-01
0000017,Nokia,Nk320,603.78,2023-02-01
0000018,Nokia,Nk400,414.91,2023-02-01
0000019,Apple,iphon11,119.12,2023-02-01
0000020,Samsung,galaxy11,151.59,2023-02-01
0000021,Samsung,watch340,651.63,2023-02-01
0000022,Samsung,galaxy10,996.42,2023-02-01
0000023,Samsung,watch340,996.54,2023-02-01
0000024,Apple,IpadMini,973.89,2023-02-01
0000025,Nokia,Nk320,552.28,2023-02-01
0000026,Nokia,Nk400,319.68,2023-02-01
0000027,Apple,iphone13,381.48,2023-02-01
0000028,Apple,IpadMini,913.67,2023-02-01
0000029,Nokia,Nk320,636.23,2023-02-01
0000030,Nokia,Nk400,679.11,2023-02-01
0000031,Samsung,galaxy12,679.85,2023-02-01
0000032,Apple,IpadMax,343.14,2023-02-01
0000033,Nokia,Nk400,161.82,2023-02-01
0000034,Nokia,Nk320,228.68,2023-02-01
0000035,Nokia,Nk400,347.5,2023-02-01
0000036,Nokia,Nk320,552.08,2023-02-01
0000037,Apple,Macbook512,979.25,2023-02-01
0000038,Samsung,watch320,912.5,2023-02-01
0000039,Apple,Macbook512,902.33,2023-02-01
0000040,Samsung,watch320,886.63,2023-02-01
0000041,Samsung,watch320,934.88,2023-02-01
0000042,Apple,iphoneSE,578.42,2023-02-01
0000043,Samsung,watch320,707.62,2023-02-01
0000044,Nokia,Nk320,922.82,2023-02-01
0000045,Nokia,Nk500,259.02,2023-02-01
0000046,Nokia,Nk400,651.67,2023-02-01
0000047,Samsung,galaxy12,561.69,2023-02-01
0000048,Samsung,galaxy10,696.91,2023-02-01
0000049,Samsung,galaxy10,995.84,2023-02-01
0000050,Nokia,Nk500,356.48,2023-02-01
0000051,Nokia,Nk500,172.52,2023-02-01
0000052,Samsung,watch320,351.22,2023-02-01
0000053,Apple,Macbook512,653.8,2023-02-01
0000054,Samsung,galaxy13,514.65,2023-02-01
0000055,Nokia,Nk400,586.46,2023-02-01
0000056,Nokia,Nk320,959.41,2023-02-01
0000057,Apple,IpadMax,424.21,2023-02-01
0000058,Samsung,watch320,220.94,2023-02-01
0000059,Samsung,galaxy13,299.53,2023-02-01
0000060,Nokia,Nk320,366.65,2023-02-01
0000061,Nokia,Nk500,451.93,2023-02-01
0000062,Nokia,Nk400,458.56,2023-02-01
0000063,Apple,iphoneSE,126.6,2023-02-01
0000064,Samsung,galaxy11,197.38,2023-02-01
0000065,Samsung,galaxy13,130.34,2023-02-01
0000066,Nokia,Nk400,647.48,2023-02-01
0000067,Nokia,Nk400,515.35,2023-02-01
0000068,Samsung,galaxy10,519.26,2023-02-01
0000069,Apple,IpadMax,776.27,2023-02-01
0000070,Samsung,galaxy13,457.59,2023-02-01
0000071,Apple,IpadMini,774.44,2023-02-01
0000072,Samsung,galaxy10,650.45,2023-02-01
0000073,Nokia,Nk320,182.44,2023-02-01
0000074,Samsung,galaxy10,920.52,2023-02-01
0000075,Samsung,watch320,194.33,2023-02-01
0000076,Apple,iphone12,829.36,2023-02-01
0000077,Apple,IpadMini,590.73,2023-02-01
0000078,Nokia,Nk400,616.5,2023-02-01
0000079,Samsung,galaxy13,609.52,2023-02-01
0000080,Apple,iphoneSE,512.35,2023-02-01
0000081,Samsung,galaxy11,422.6,2023-02-01
0000082,Nokia,Nk320,711.07,2023-02-01
0000083,Apple,iphon11,310.32,2023-02-01
0000084,Samsung,galaxy10,226.52,2023-02-01
0000085,Nokia,Nk500,599.65,2023-02-01
0000086,Nokia,Nk400,406.54,2023-02-01
0000087,Apple,iphon11,693.46,2023-02-01
0000088,Samsung,galaxy11,414.65,2023-02-01
0000089,Samsung,galaxy13,848.94,2023-02-01
0000090,Nokia,Nk320,462.99,2023-02-01
0000091,Apple,iphon11,454.57,2023-02-01
0000092,Apple,iphone12,293.38,2023-02-01
0000093,Apple,laptop256,382.12,2023-02-01
0000094,Nokia,Nk400,213.83,2023-02-01
0000095,Samsung,galaxy10,261.99,2023-02-01
0000096,Samsung,watch320,713.57,2023-02-01
0000097,Samsung,watch340,557.09,2023-02-01
0000098,Nokia,Nk320,266.27,2023-02-01
0000099,Nokia,Nk400,603.77,2023-02-01
0000100,Samsung,watch320,827.65,2023-02-01
0000101,Apple,Macbook512,420.85,2023-02-01
0000102,Apple,iphoneSE,361.0,2023-02-01
0000103,Nokia,Nk400,810.57,2023-02-01
0000104,Apple,iphone12,799.27,2023-02-01
0000105,Apple,iphon11,956.67,2023-02-01
0000106,Nokia,Nk320,197.09,2023-02-01
0000107,Samsung,galaxy13,678.1,2023-02-01
0000108,Samsung,watch320,807.53,2023-02-01
0000109,Samsung,watch340,702.56,2023-02-01
0000110,Nokia,Nk400,478.82,2023-02-01
0000111,Samsung,galaxy11,241.63,2023-02-01
0000112,Samsung,galaxy12,343.54,2023-02-01
0000113,Nokia,Nk320,907.45,2023-02-01
0000114,Samsung,watch340,517.96,2023-02-01
0000115,Apple,iphoneSE,972.11,2023-02-01
0000116,Apple,Macbook512,397.98,2023-02-01
0000117,Nokia,Nk500,792.53,2023-02-01
0000118,Nokia,Nk320,352.55,2023-02-01
0000119,Nokia,Nk400,483.64,2023-02-01
0000120,Samsung,galaxy13,324.55,2023-02-01
0000121,Apple,iphone13,724.92,2023-02-01
0000122,Samsung,galaxy10,108.01,2023-02-01
0000123,Apple,iphoneSE,136.42,2023-02-01
0000124,Samsung,galaxy13,490.81,2023-02-01
0000125,Samsung,galaxy10,510.71,2023-02-01
0000126,Samsung,galaxy10,861.7,2023-02-01
0000127,Nokia,Nk400,737.41,2023-02-01
0000128,Nokia,Nk500,883.71,2023-02-01
0000129,Nokia,Nk400,570.36,2023-02-01
0000130,Nokia,Nk400,489.97,2023-02-01
0000131,Samsung,galaxy11,471.95,2023-02-01
0000132,Apple,iphone12,695.25,2023-02-01
0000133,Nokia,Nk400,525.6,2023-02-01
0000134,Nokia,Nk500,466.44,2023-02-01
0000135,Nokia,Nk400,164.8,2023-02-01
