orderid,brand_name,product_name,sales_ammount,sales_date
0000001,Samsung,galaxy11,825.1,2023-02-09
0000002,Apple,iphon11,256.28,2023-02-09
0000003,Nokia,Nk400,864.37,2023-02-09
0000004,Apple,iphon11,560.85,2023-02-09
0000005,Samsung,galaxy13,177.03,2023-02-09
0000006,Samsung,galaxy13,186.91,2023-02-09
0000007,Apple,iphon11,596.0,2023-02-09
0000008,Nokia,Nk500,428.15,2023-02-09
0000009,Apple,iphone12,495.99,2023-02-09
0000010,Nokia,Nk500,827.45,2023-02-09
0000011,Nokia,Nk500,871.64,2023-02-09
0000012,Nokia,Nk320,970.57,2023-02-09
0000013,Apple,iphone12,491.61,2023-02-09
0000014,Samsung,watch340,650.03,2023-02-09
0000015,Nokia,Nk320,471.07,2023-02-09
0000016,Nokia,Nk400,133.86,2023-02-09
0000017,Apple,iphone13,729.81,2023-02-09
0000018,Samsung,watch320,733.03,2023-02-09
0000019,Apple,IpadMax,203.57,2023-02-09
0000020,Samsung,galaxy13,206.5,2023-02-09
0000021,Samsung,galaxy12,770.94,2023-02-09
0000022,Samsung,galaxy11,816.99,2023-02-09
0000023,Samsung,galaxy12,269.34,2023-02-09
0000024,Samsung,galaxy13,764.78,2023-02-09
0000025,Apple,iphon11,835.03,2023-02-09
0000026,Apple,IpadMini,815.61,2023-02-09
0000027,Nokia,Nk500,910.76,2023-02-09
0000028,Samsung,watch320,983.16,2023-02-09
0000029,Apple,iphone12,710.62,2023-02-09
0000030,Samsung,galaxy10,318.51,2023-02-09
0000031,Samsung,watch340,676.65,2023-02-09
0000032,Apple,iphon11,180.35,2023-02-09
0000033,Apple,iphon11,478.09,2023-02-09
0000034,Nokia,Nk500,872.6,2023-02-09
0000035,Apple,IpadMini,280.51,2023-02-09
0000036,Nokia,Nk500,371.69,2023-02-09
0000037,Samsung,galaxy11,255.4,2023-02-09
0000038,Samsung,galaxy12,753.37,2023-02-09
0000039,Nokia,Nk400,695.97,2023-02-09
0000040,Samsung,watch320,552.12,2023-02-09
0000041,Apple,iphoneSE,857.63,2023-02-09
0000042,Samsung,galaxy11,109.87,2023-02-09
0000043,Nokia,Nk500,577.34,2023-02-09
0000044,Nokia,Nk500,620.59,2023-02-09
0000045,Nokia,Nk500,829.51,2023-02-09
0000046,Samsung,watch340,887.03,2023-02-09
0000047,Apple,laptop256,292.7,2023-02-09
0000048,Apple,iphon11,165.74,2023-02-09
0000049,Samsung,watch320,684.07,2023-02-09
0000050,Nokia,Nk400,433.84,2023-02-09
0000051,Apple,iphone12,686.22,2023-02-09
0000052,Apple,iphone13,963.02,2023-02-09
0000053,Apple,laptop256,648.11,2023-02-09
0000054,Apple,iphone13,103.34,2023-02-09
0000055,Nokia,Nk500,116.14,2023-02-09
0000056,Nokia,Nk400,658.63,2023-02-09
0000057,Samsung,watch320,618.02,2023-02-09
0000058,Apple,Macbook512,702.5,2023-02-09
0000059,Samsung,galaxy10,155.29,2023-02-09
0000060,Apple,IpadMini,253.21,2023-02-09
0000061,Samsung,watch320,149.82,2023-02-09
0000062,Nokia,Nk320,751.43,2023-02-09
0000063,Apple,laptop256,555.96,2023-02-09
0000064,Samsung,galaxy13,620.06,2023-02-09
0000065,Nokia,Nk320,163.37,2023-02-09
0000066,Nokia,Nk400,129.76,2023-02-09
0000067,Samsung,galaxy12,519.3,2023-02-09
0000068,Samsung,galaxy11,178.67,2023-02-09
0000069,Nokia,Nk320,245.32,2023-02-09
