orderid,brand_name,product_name,sales_ammount,sales_date
0000001,Nokia,Nk400,881.69,2023-02-08
0000002,Apple,iphoneSE,487.62,2023-02-08
0000003,Samsung,watch320,688.67,2023-02-08
0000004,Apple,iphoneSE,352.09,2023-02-08
0000005,Apple,IpadMax,354.92,2023-02-08
0000006,Samsung,galaxy10,920.85,2023-02-08
0000007,Nokia,Nk400,605.82,2023-02-08
0000008,Nokia,Nk320,145.64,2023-02-08
0000009,Samsung,galaxy13,462.15,2023-02-08
0000010,Samsung,watch320,968.12,2023-02-08
0000011,Nokia,Nk320,653.59,2023-02-08
0000012,Apple,iphon11,391.24,2023-02-08
0000013,Nokia,Nk500,806.78,2023-02-08
0000014,Nokia,Nk320,928.22,2023-02-08
0000015,Nokia,Nk320,505.22,2023-02-08
0000016,Apple,IpadMax,835.66,2023-02-08
0000017,Apple,iphone13,977.38,2023-02-08
0000018,Samsung,galaxy11,740.99,2023-02-08
0000019,Apple,Macbook512,875.8,2023-02-08
0000020,Nokia,Nk320,910.21,2023-02-08
0000021,Nokia,Nk320,625.73,2023-02-08
0000022,Nokia,Nk400,594.85,2023-02-08
0000023,Nokia,Nk500,631.89,2023-02-08
0000024,Samsung,watch320,209.12,2023-02-08
0000025,Apple,iphone13,767.83,2023-02-08
0000026,Nokia,Nk320,568.4,2023-02-08
0000027,Apple,iphoneSE,123.46,2023-02-08
0000028,Apple,laptop256,511.07,2023-02-08
0000029,Nokia,Nk400,359.96,2023-02-08
0000030,Samsung,galaxy10,791.18,2023-02-08
0000031,Samsung,watch320,920.34,2023-02-08
0000032,Nokia,Nk400,709.22,2023-02-08
0000033,Samsung,watch340,618.67,2023-02-08
0000034,Samsung,galaxy13,754.77,2023-02-08
0000035,Apple,iphone12,858.32,2023-02-08
0000036,Nokia,Nk320,813.02,2023-02-08
0000037,Nokia,Nk400,273.55,2023-02-08
0000038,Nokia,Nk320,276.93,2023-02-08
0000039,Nokia,Nk500,157.33,2023-02-08
0000040,Apple,iphone13,922.88,2023-02-08
0000041,Samsung,galaxy10,496.33,2023-02-08
0000042,Apple,iphoneSE,391.97,2023-02-08
0000043,Apple,Macbook512,690.83,2023-02-08
0000044,Samsung,galaxy10,665.22,2023-02-08
0000045,Nokia,Nk320,797.21,2023-02-08
0000046,Nokia,Nk500,286.22,2023-02-08
0000047,Apple,IpadMini,868.64,2023-02-08
0000048,Nokia,Nk500,926.96,2023-02-08
0000049,Apple,IpadMax,249.92,2023-02-08
0000050,Apple,Macbook512,923.61,2023-02-08
0000051,Nokia,Nk320,352.16,2023-02-08
0000052,Samsung,galaxy12,735.08,2023-02-08
0000053,Samsung,watch340,297.79,2023-02-08
0000054,Nokia,Nk500,646.73,2023-02-08
0000055,Apple,iphone12,476.15,2023-02-08
0000056,Samsung,galaxy11,723.74,2023-02-08
0000057,Apple,Macbook512,713.65,2023-02-08
0000058,Apple,iphoneSE,153.98,2023-02-08
0000059,Nokia,Nk400,267.54,2023-02-08
0000060,Apple,iphoneSE,702.42,2023-02-08
0000061,Apple,IpadMini,969.56,2023-02-08
0000062,Nokia,Nk400,433.84,2023-02-08
0000063,Apple,laptop256,684.03,2023-02-08
0000064,Samsung,galaxy10,799.45,2023-02-08
0000065,Apple,iphone13,479.41,2023-02-08
0000066,Samsung,galaxy13,491.97,2023-02-08
0000067,Apple,iphon11,638.24,2023-02-08
0000068,Samsung,watch320,400.57,2023-02-08
0000069,Apple,Macbook512,316.18,2023-02-08
0000070,Samsung,galaxy11,221.61,2023-02-08
0000071,Samsung,galaxy12,392.28,2023-02-08
0000072,Apple,laptop256,890.37,2023-02-08
0000073,Samsung,watch340,422.57,2023-02-08
0000074,Apple,IpadMini,183.09,2023-02-08
0000075,Nokia,Nk500,888.23,2023-02-08
0000076,Samsung,galaxy13,336.91,2023-02-08
0000077,Apple,IpadMini,583.63,2023-02-08
0000078,Nokia,Nk400,577.15,2023-02-08
0000079,Samsung,galaxy10,252.32,2023-02-08
0000080,Nokia,Nk500,826.33,2023-02-08
0000081,Samsung,galaxy13,366.04,2023-02-08
0000082,Apple,laptop256,162.09,2023-02-08
0000083,Samsung,galaxy13,536.35,2023-02-08
0000084,Apple,laptop256,400.46,2023-02-08
0000085,Samsung,galaxy13,667.66,2023-02-08
0000086,Nokia,Nk500,407.67,2023-02-08
0000087,Samsung,galaxy12,469.69,2023-02-08
0000088,Samsung,galaxy10,317.97,2023-02-08
0000089,Samsung,galaxy12,605.0,2023-02-08
0000090,Samsung,watch340,191.45,2023-02-08
0000091,Samsung,galaxy12,755.95,2023-02-08
0000092,Nokia,Nk400,969.0,2023-02-08
