orderid,brand_name,product_name,sales_ammount,sales_date
0000001,Nokia,Nk400,321.35,2023-02-07
0000002,Nokia,Nk500,164.23,2023-02-07
0000003,Nokia,Nk400,378.36,2023-02-07
0000004,Samsung,galaxy13,196.58,2023-02-07
0000005,Nokia,Nk400,195.19,2023-02-07
0000006,Apple,iphoneSE,171.39,2023-02-07
0000007,Samsung,galaxy11,465.02,2023-02-07
0000008,Samsung,galaxy13,115.42,2023-02-07
0000009,Nokia,Nk500,963.4,2023-02-07
0000010,Nokia,Nk500,779.16,2023-02-07
0000011,Apple,laptop256,865.77,2023-02-07
0000012,Nokia,Nk500,430.84,2023-02-07
0000013,Samsung,galaxy13,568.93,2023-02-07
0000014,Samsung,galaxy10,736.71,2023-02-07
0000015,Samsung,galaxy12,760.65,2023-02-07
0000016,Nokia,Nk500,757.88,2023-02-07
0000017,Nokia,Nk400,722.01,2023-02-07
0000018,Apple,laptop256,505.17,2023-02-07
0000019,Samsung,watch340,241.82,2023-02-07
0000020,Nokia,Nk500,877.72,2023-02-07
0000021,Nokia,Nk400,218.5,2023-02-07
0000022,Samsung,galaxy10,831.73,2023-02-07
0000023,Nokia,Nk320,508.78,2023-02-07
0000024,Nokia,Nk500,101.13,2023-02-07
0000025,Apple,iphone13,316.0,2023-02-07
0000026,Apple,iphone12,845.63,2023-02-07
0000027,Apple,IpadMini,558.05,2023-02-07
0000028,Apple,Macbook512,590.3,2023-02-07
0000029,Apple,Macbook512,382.01,2023-02-07
0000030,Nokia,Nk400,677.21,2023-02-07
0000031,Apple,IpadMax,479.02,2023-02-07
0000032,Nokia,Nk500,927.03,2023-02-07
0000033,Samsung,watch320,199.74,2023-02-07
0000034,Samsung,watch320,526.85,2023-02-07
0000035,Apple,IpadMini,971.74,2023-02-07
0000036,Nokia,Nk400,837.9,2023-02-07
0000037,Nokia,Nk320,229.16,2023-02-07
0000038,Apple,laptop256,562.07,2023-02-07
0000039,Samsung,galaxy12,433.04,2023-02-07
0000040,Apple,IpadMax,512.46,2023-02-07
0000041,Nokia,Nk500,760.13,2023-02-07
0000042,Apple,IpadMini,223.15,2023-02-07
0000043,Nokia,Nk500,973.71,2023-02-07
0000044,Samsung,galaxy11,394.41,2023-02-07
0000045,Apple,IpadMini,818.47,2023-02-07
0000046,Samsung,galaxy10,373.29,2023-02-07
0000047,Samsung,watch320,894.83,2023-02-07
0000048,Apple,IpadMax,601.96,2023-02-07
0000049,Apple,iphon11,655.55,2023-02-07
0000050,Samsung,watch320,738.52,2023-02-07
0000051,Samsung,galaxy11,431.68,2023-02-07
0000052,Apple,iphon11,486.5,2023-02-07
0000053,Nokia,Nk320,351.66,2023-02-07
0000054,Apple,Macbook512,769.06,2023-02-07
0000055,Samsung,watch320,395.19,2023-02-07
0000056,Samsung,watch340,557.72,2023-02-07
0000057,Nokia,Nk500,450.75,2023-02-07
0000058,Apple,IpadMax,564.06,2023-02-07
0000059,Nokia,Nk320,894.32,2023-02-07
0000060,Nokia,Nk500,226.62,2023-02-07
0000061,Nokia,Nk400,407.37,2023-02-07
0000062,Apple,IpadMini,242.19,2023-02-07
0000063,Nokia,Nk500,236.57,2023-02-07
0000064,Nokia,Nk320,624.41,2023-02-07
0000065,Apple,IpadMini,570.47,2023-02-07
0000066,Apple,iphone13,134.01,2023-02-07
0000067,Samsung,galaxy13,100.79,2023-02-07
0000068,Samsung,watch340,668.73,2023-02-07
0000069,Apple,Macbook512,711.38,2023-02-07
0000070,Samsung,galaxy10,206.92,2023-02-07
0000071,Nokia,Nk320,963.95,2023-02-07
0000072,Samsung,galaxy11,726.69,2023-02-07
0000073,Apple,iphone12,323.71,2023-02-07
0000074,Nokia,Nk500,600.46,2023-02-07
0000075,Apple,iphone13,338.08,2023-02-07
0000076,Samsung,watch320,840.29,2023-02-07
0000077,Nokia,Nk400,330.42,2023-02-07
0000078,Nokia,Nk400,444.28,2023-02-07
0000079,Nokia,Nk400,394.08,2023-02-07
0000080,Nokia,Nk500,165.24,2023-02-07
0000081,Apple,Macbook512,557.99,2023-02-07
0000082,Apple,iphone12,654.54,2023-02-07
0000083,Nokia,Nk320,398.47,2023-02-07
0000084,Nokia,Nk500,617.07,2023-02-07
0000085,Apple,Macbook512,745.08,2023-02-07
0000086,Samsung,galaxy11,105.69,2023-02-07
0000087,Samsung,galaxy10,691.85,2023-02-07
0000088,Samsung,galaxy11,331.48,2023-02-07
0000089,Samsung,watch340,313.06,2023-02-07
0000090,Samsung,galaxy12,635.11,2023-02-07
0000091,Nokia,Nk500,960.61,2023-02-07
0000092,Apple,iphone12,680.16,2023-02-07
0000093,Apple,IpadMax,321.22,2023-02-07
0000094,Apple,iphon11,845.31,2023-02-07
0000095,Samsung,watch320,304.31,2023-02-07
0000096,Nokia,Nk500,853.73,2023-02-07
0000097,Samsung,galaxy12,408.1,2023-02-07
0000098,Samsung,watch320,269.1,2023-02-07
0000099,Nokia,Nk500,256.22,2023-02-07
0000100,Samsung,galaxy12,733.98,2023-02-07
0000101,Samsung,watch340,710.62,2023-02-07
0000102,Samsung,watch320,431.41,2023-02-07
0000103,Apple,iphoneSE,522.81,2023-02-07
0000104,Nokia,Nk500,632.86,2023-02-07
0000105,Samsung,galaxy13,453.04,2023-02-07
0000106,Apple,laptop256,800.17,2023-02-07
0000107,Apple,iphon11,444.97,2023-02-07
0000108,Nokia,Nk320,146.38,2023-02-07
0000109,Samsung,galaxy13,143.25,2023-02-07
0000110,Apple,IpadMax,231.78,2023-02-07
0000111,Apple,iphone13,790.66,2023-02-07
0000112,Nokia,Nk500,845.84,2023-02-07
0000113,Samsung,galaxy11,834.42,2023-02-07
0000114,Apple,iphon11,765.58,2023-02-07
0000115,Samsung,watch320,985.57,2023-02-07
0000116,Samsung,galaxy10,609.17,2023-02-07
0000117,Samsung,watch320,897.23,2023-02-07
0000118,Samsung,galaxy13,608.32,2023-02-07
0000119,Nokia,Nk320,409.35,2023-02-07
0000120,Nokia,Nk400,456.59,2023-02-07
0000121,Samsung,watch320,794.67,2023-02-07
0000122,Nokia,Nk320,296.14,2023-02-07
0000123,Apple,iphone12,239.33,2023-02-07
0000124,Apple,iphone12,362.7,2023-02-07
0000125,Nokia,Nk320,199.41,2023-02-07
0000126,Samsung,watch320,256.05,2023-02-07
0000127,Samsung,galaxy10,386.56,2023-02-07
0000128,Samsung,galaxy13,713.05,2023-02-07
0000129,Apple,Macbook512,155.33,2023-02-07
0000130,Nokia,Nk500,948.79,2023-02-07
0000131,Samsung,galaxy12,290.42,2023-02-07
0000132,Samsung,galaxy12,992.5,2023-02-07
0000133,Apple,Macbook512,850.88,2023-02-07
0000134,Samsung,galaxy13,271.26,2023-02-07
0000135,Apple,iphone13,778.03,2023-02-07
0000136,Apple,IpadMax,528.98,2023-02-07
0000137,Apple,IpadMini,836.64,2023-02-07
0000138,Apple,laptop256,252.83,2023-02-07
