orderid,brand_name,product_name,sales_ammount,sales_date
0000001,Nokia,Nk400,888.27,2023-02-04
0000002,Samsung,watch320,844.6,2023-02-04
0000003,Samsung,galaxy11,681.76,2023-02-04
0000004,Samsung,watch340,670.28,2023-02-04
0000005,Nokia,Nk320,280.75,2023-02-04
0000006,Samsung,galaxy10,817.9,2023-02-04
0000007,Apple,Macbook512,999.26,2023-02-04
0000008,Samsung,galaxy13,430.15,2023-02-04
0000009,Nokia,Nk400,522.61,2023-02-04
0000010,Nokia,Nk500,390.53,2023-02-04
0000011,Apple,IpadMax,589.74,2023-02-04
0000012,Apple,IpadMini,290.62,2023-02-04
0000013,Apple,IpadMini,250.15,2023-02-04
0000014,Apple,iphone12,272.08,2023-02-04
0000015,Nokia,Nk500,611.59,2023-02-04
0000016,Apple,Macbook512,512.56,2023-02-04
0000017,Nokia,Nk400,413.67,2023-02-04
0000018,Apple,iphoneSE,807.24,2023-02-04
0000019,Samsung,galaxy12,823.31,2023-02-04
0000020,Nokia,Nk320,942.17,2023-02-04
0000021,Nokia,Nk400,763.15,2023-02-04
0000022,Nokia,Nk400,541.62,2023-02-04
0000023,Apple,IpadMini,972.65,2023-02-04
0000024,Samsung,galaxy11,441.87,2023-02-04
0000025,Samsung,galaxy11,343.68,2023-02-04
0000026,Nokia,Nk400,548.83,2023-02-04
0000027,Nokia,Nk500,302.3,2023-02-04
0000028,Nokia,Nk320,200.44,2023-02-04
0000029,Nokia,Nk400,395.8,2023-02-04
0000030,Apple,IpadMini,321.32,2023-02-04
0000031,Samsung,watch340,444.63,2023-02-04
0000032,Apple,IpadMax,601.9,2023-02-04
0000033,Samsung,watch320,488.11,2023-02-04
0000034,Samsung,galaxy12,106.04,2023-02-04
0000035,Apple,laptop256,583.26,2023-02-04
0000036,Apple,iphone12,600.68,2023-02-04
0000037,Nokia,Nk400,582.15,2023-02-04
0000038,Samsung,galaxy13,290.94,2023-02-04
0000039,Samsung,galaxy10,659.6,2023-02-04
0000040,Nokia,Nk400,849.6,2023-02-04
0000041,Apple,iphon11,387.25,2023-02-04
0000042,Apple,iphoneSE,565.2,2023-02-04
0000043,Apple,IpadMini,810.45,2023-02-04
0000044,Nokia,Nk500,271.76,2023-02-04
0000045,Samsung,galaxy12,275.23,2023-02-04
0000046,Apple,iphone12,314.04,2023-02-04
0000047,Samsung,watch340,215.47,2023-02-04
0000048,Samsung,galaxy11,641.08,2023-02-04
0000049,Nokia,Nk320,432.64,2023-02-04
0000050,Nokia,Nk400,876.48,2023-02-04
0000051,Samsung,galaxy12,853.2,2023-02-04
0000052,Apple,iphon11,203.0,2023-02-04
0000053,Nokia,Nk320,782.36,2023-02-04
0000054,Samsung,watch320,740.3,2023-02-04
0000055,Apple,Macbook512,378.07,2023-02-04
0000056,Apple,iphone13,177.73,2023-02-04
0000057,Apple,iphone13,395.51,2023-02-04
0000058,Apple,Macbook512,831.41,2023-02-04
0000059,Apple,iphon11,897.32,2023-02-04
0000060,Samsung,galaxy12,338.82,2023-02-04
0000061,Nokia,Nk400,242.47,2023-02-04
0000062,Nokia,Nk500,344.74,2023-02-04
0000063,Apple,iphon11,449.93,2023-02-04
0000064,Nokia,Nk500,112.82,2023-02-04
0000065,Samsung,galaxy11,756.04,2023-02-04
0000066,Samsung,galaxy12,762.29,2023-02-04
0000067,Apple,iphoneSE,771.85,2023-02-04
0000068,Samsung,galaxy12,190.34,2023-02-04
0000069,Apple,iphone12,501.44,2023-02-04
0000070,Apple,iphone13,386.25,2023-02-04
0000071,Nokia,Nk400,393.39,2023-02-04
0000072,Samsung,watch320,790.83,2023-02-04
0000073,Nokia,Nk500,324.36,2023-02-04
0000074,Apple,iphoneSE,841.15,2023-02-04
0000075,Nokia,Nk500,127.79,2023-02-04
0000076,Samsung,galaxy13,189.7,2023-02-04
0000077,Nokia,Nk400,177.31,2023-02-04
0000078,Nokia,Nk400,975.52,2023-02-04
0000079,Apple,Macbook512,682.5,2023-02-04
0000080,Apple,IpadMini,725.81,2023-02-04
0000081,Samsung,galaxy12,390.69,2023-02-04
0000082,Samsung,galaxy12,706.73,2023-02-04
0000083,Apple,laptop256,212.56,2023-02-04
0000084,Samsung,galaxy10,339.98,2023-02-04
0000085,Samsung,galaxy10,735.13,2023-02-04
0000086,Samsung,galaxy13,399.58,2023-02-04
0000087,Apple,iphoneSE,283.68,2023-02-04
0000088,Nokia,Nk320,683.38,2023-02-04
0000089,Apple,IpadMini,547.57,2023-02-04
0000090,Samsung,galaxy10,277.88,2023-02-04
0000091,Nokia,Nk500,570.72,2023-02-04
0000092,Samsung,galaxy10,541.73,2023-02-04
0000093,Samsung,galaxy10,793.49,2023-02-04
0000094,Nokia,Nk320,270.49,2023-02-04
0000095,Samsung,galaxy13,915.43,2023-02-04
0000096,Nokia,Nk320,490.92,2023-02-04
0000097,Nokia,Nk400,946.91,2023-02-04
0000098,Nokia,Nk320,408.5,2023-02-04
0000099,Apple,iphon11,283.95,2023-02-04
0000100,Samsung,watch320,478.19,2023-02-04
0000101,Apple,iphone13,104.67,2023-02-04
0000102,Nokia,Nk400,287.49,2023-02-04
0000103,Nokia,Nk500,283.21,2023-02-04
0000104,Apple,IpadMax,313.64,2023-02-04
0000105,Apple,iphoneSE,926.77,2023-02-04
0000106,Samsung,galaxy13,549.25,2023-02-04
0000107,Nokia,Nk500,903.01,2023-02-04
0000108,Nokia,Nk500,686.48,2023-02-04
0000109,Apple,iphoneSE,241.26,2023-02-04
0000110,Apple,iphon11,300.89,2023-02-04
0000111,Samsung,galaxy13,605.69,2023-02-04
0000112,Samsung,galaxy11,364.14,2023-02-04
0000113,Nokia,Nk320,612.6,2023-02-04
0000114,Samsung,galaxy10,247.88,2023-02-04
0000115,Apple,Macbook512,448.93,2023-02-04
