orderid,brand_name,product_name,sales_ammount,sales_date
0000001,Apple,Macbook512,870.76,2023-02-06
0000002,Samsung,galaxy11,562.6,2023-02-06
0000003,Nokia,Nk400,268.52,2023-02-06
0000004,Nokia,Nk320,931.74,2023-02-06
0000005,Samsung,galaxy10,493.3,2023-02-06
0000006,Nokia,Nk400,953.14,2023-02-06
0000007,Apple,IpadMax,301.15,2023-02-06
0000008,Apple,IpadMini,758.31,2023-02-06
0000009,Nokia,Nk500,486.79,2023-02-06
0000010,Nokia,Nk320,314.43,2023-02-06
0000011,Apple,iphoneSE,681.9,2023-02-06
0000012,Apple,iphon11,230.39,2023-02-06
0000013,Apple,IpadMini,474.87,2023-02-06
0000014,Apple,IpadMini,169.81,2023-02-06
0000015,Apple,IpadMini,996.98,2023-02-06
0000016,Samsung,watch340,334.14,2023-02-06
0000017,Apple,iphone12,311.7,2023-02-06
0000018,Apple,iphon11,795.56,2023-02-06
0000019,Apple,IpadMini,553.09,2023-02-06
0000020,Samsung,watch320,991.04,2023-02-06
0000021,Nokia,Nk500,818.76,2023-02-06
0000022,Apple,IpadMini,233.23,2023-02-06
0000023,Samsung,galaxy13,726.19,2023-02-06
0000024,Samsung,galaxy13,510.94,2023-02-06
0000025,Nokia,Nk320,615.7,2023-02-06
0000026,Apple,laptop256,637.67,2023-02-06
0000027,Apple,IpadMax,881.94,2023-02-06
0000028,Nokia,Nk320,353.06,2023-02-06
0000029,Apple,IpadMax,407.82,2023-02-06
0000030,Apple,IpadMini,683.76,2023-02-06
0000031,Apple,iphone13,437.54,2023-02-06
0000032,Nokia,Nk400,485.54,2023-02-06
0000033,Samsung,galaxy11,191.0,2023-02-06
0000034,Apple,laptop256,556.27,2023-02-06
0000035,Samsung,galaxy10,636.83,2023-02-06
0000036,Apple,IpadMini,714.51,2023-02-06
0000037,Nokia,Nk320,699.94,2023-02-06
0000038,Samsung,galaxy11,818.52,2023-02-06
0000039,Samsung,galaxy12,740.76,2023-02-06
0000040,Apple,iphoneSE,233.4,2023-02-06
0000041,Samsung,galaxy11,183.07,2023-02-06
0000042,Samsung,galaxy11,743.56,2023-02-06
0000043,Apple,IpadMax,653.41,2023-02-06
0000044,Apple,laptop256,732.11,2023-02-06
0000045,Nokia,Nk320,659.89,2023-02-06
0000046,Apple,iphone12,992.75,2023-02-06
0000047,Apple,iphon11,341.51,2023-02-06
0000048,Nokia,Nk500,414.77,2023-02-06
0000049,Nokia,Nk400,146.16,2023-02-06
0000050,Apple,iphone13,380.91,2023-02-06
0000051,Apple,iphoneSE,935.05,2023-02-06
0000052,Nokia,Nk400,410.72,2023-02-06
0000053,Nokia,Nk500,545.27,2023-02-06
0000054,Apple,laptop256,544.17,2023-02-06
0000055,Nokia,Nk320,545.51,2023-02-06
0000056,Nokia,Nk320,114.39,2023-02-06
0000057,Samsung,galaxy12,603.86,2023-02-06
0000058,Apple,iphone12,515.76,2023-02-06
0000059,Samsung,galaxy11,507.43,2023-02-06
0000060,Samsung,galaxy10,104.54,2023-02-06
0000061,Apple,IpadMax,371.45,2023-02-06
0000062,Samsung,galaxy13,553.15,2023-02-06
0000063,Samsung,watch320,767.49,2023-02-06
0000064,Apple,iphone12,269.63,2023-02-06
0000065,Nokia,Nk400,462.04,2023-02-06
0000066,Samsung,watch340,183.34,2023-02-06
0000067,Nokia,Nk400,112.73,2023-02-06
0000068,Apple,IpadMini,870.6,2023-02-06
0000069,Apple,laptop256,405.73,2023-02-06
0000070,Nokia,Nk500,482.25,2023-02-06
0000071,Apple,iphoneSE,405.29,2023-02-06
0000072,Samsung,galaxy11,672.92,2023-02-06
0000073,Apple,IpadMini,380.69,2023-02-06
0000074,Apple,iphon11,548.07,2023-02-06
0000075,Nokia,Nk500,295.29,2023-02-06
0000076,Samsung,galaxy10,941.11,2023-02-06
0000077,Nokia,Nk500,150.49,2023-02-06
0000078,Samsung,galaxy12,796.68,2023-02-06
0000079,Apple,Macbook512,908.35,2023-02-06
0000080,Samsung,watch320,354.24,2023-02-06
0000081,Samsung,watch340,415.93,2023-02-06
0000082,Nokia,Nk500,145.94,2023-02-06
0000083,Nokia,Nk400,796.01,2023-02-06
0000084,Nokia,Nk500,854.53,2023-02-06
0000085,Samsung,watch340,744.16,2023-02-06
0000086,Samsung,galaxy10,500.7,2023-02-06
0000087,Apple,IpadMax,732.88,2023-02-06
0000088,Samsung,watch340,940.93,2023-02-06
0000089,Nokia,Nk320,962.58,2023-02-06
0000090,Nokia,Nk320,115.72,2023-02-06
0000091,Apple,IpadMax,755.24,2023-02-06
0000092,Samsung,galaxy11,646.76,2023-02-06
0000093,Samsung,galaxy11,824.14,2023-02-06
0000094,Nokia,Nk500,394.73,2023-02-06
0000095,Nokia,Nk500,387.11,2023-02-06
0000096,Nokia,Nk500,811.61,2023-02-06
0000097,Apple,IpadMax,728.44,2023-02-06
0000098,Samsung,galaxy13,147.37,2023-02-06
0000099,Samsung,galaxy12,501.95,2023-02-06
0000100,Apple,iphoneSE,104.16,2023-02-06
0000101,Samsung,galaxy12,807.35,2023-02-06
0000102,Nokia,Nk320,587.74,2023-02-06
0000103,Apple,Macbook512,455.17,2023-02-06
0000104,Nokia,Nk320,716.32,2023-02-06
0000105,Nokia,Nk500,572.38,2023-02-06
0000106,Nokia,Nk400,287.78,2023-02-06
